"",,,,CENTRAL,,EASTERN,,NORTHERN,,WESTERN,,Organic
commodity,,Kiboga,Luwero,Masaka Nakawa Owino,Busia,Iganga Mbale,Soroti,Arua Lira,Fort PortHoima,Kabale Kasese,Kisoro,Mbarara prices
Beef,Retail,6000,7000,6500 7000 7000,6500,6200 6000,,6000 7500,6000 6000,6000 6000,7000,6000
"",Wholesale,5000,6500,5500 5800 6000,6400,5500 6000,,6000 6500,6000 5000,5900 5500,6000,6000
Goat Meat,Retail,7000,8000,7500 8000 8000,6500,7000 7000,,7000 7250,7000 7000,7000 8000,8000,8000
"",Wholesale,4800,6500,6500 6500 7000,6000,6000 7000,,7000 6000,7000 5500,6800 7500,7000,8000
Milk,Retail,800,1000,1000 1000 1000,1200,1100 1200,1500,1000 1000,900 1000,700 1600,800,800
"",Wholesale,600,850,500 900 900,800,900 1000,1400,925,500 800,600 1400,700,800
Pork,Retail,,6800,6000 7000,6000,6000,5000,6000 5000,6000 6000,8000 6000,7000,9000
"",Wholesale,,5800,5000 5000,5000,5000,4800,4000,5000 5000,7500 6000,6500,9000
Processed Honey,Retail,10000,,15000,10000,7900,7000,5700 6000,20000,10000 5000,8000,15000
"",Wholesale,8000,,12000,9000,7000,7000,5000 5000,18000,8500 4500,7000,13000
Unprocessed Honey,Retail,8000,,,,5200,6000,5000,,7000 4500,3500,10000
"",Wholesale,7000,,,,4400,5700,4000,,6500 3500,3100,9000 4000
Kayiso Rice,Retail,3000,3200,2400 2600 2500,2800,2700 2600,2800,2700,3000 2800,1000,3500,3200
"",Wholesale,2700,2800,2300 2300 2300,2650,2300 2430,2600,2600,2700 2650,950,3000,3200
Maize Flour,Retail,2400,1820,2200 2300 2200,2300,2200 1800,2400,2700 1900,2000 2400,2500 1000,1900,2500
"",Wholesale,1950,1650,1850 1900 1650,2200,1800 1300,2100,2400 1750,1700 2200,2400 900,1700,2500
Maize Grain,Retail,1300,1520,500 1000 850,1000,1200 700,1300,1200 1100,1500 1340,1500,900,1700
"",Wholesale,1000,1200,450 900 740,800,1000 650,1100,1000 950,1300 1200,1000,800,1500
Millet Flour,Retail,1700,,2500 2000 2000,,1600 2000,1800,2000 1500,3000 3300,1800 1400,1600,2400
"",Wholesale,1500,,2000 1600 1800,,1350 1800,1600,1500 1350,2500 3000,1600 1300,1500,2000
Millet Grain,Retail,1300,,1400 1200 1200,1400,1200 1200,1000,1100 1100,1500 1000,1200 650,1500,1800
"",Wholesale,1200,,1300 1000 1100,1000,1100 1000,900,900 1040,1200 800,1100 600,1400,1600
Simsim,Retail,2800,3600,3500 3500 3500,3200,4000 3500,3000,2800 3250,4000 3000,,,5200
"",Wholesale,2400,3400,3200 3000 2800,3000,3600 3000,2800,2650 3000,3000 2500,,,5000
Sorghum Flour,Retail,,,1900 1300,,1200 1200,1200,1000 900,1500 3000,1800 2000,1200,1800
"",Wholesale,,,1200 1200,,900 1000,1100,800 800,1000 2500,1600 2000,1100,1800
Sorghum Grain,Retail,800,,1000 1200,1000,800 850,900,800 775,1000,1500 1500,1000,1600
"",Wholesale,700,,700 1000,937,600 800,800,600 700,800,1300 1350,900,1500
Super Rice,Retail,3000,3300,2200 2800 2600,3000,3000 3000,3000,3400 2900,3000 3000,3000 1300,2900,3000
"",Wholesale,2700,2800,1800 2500 2400,2850,2700 2700,2800,2700 2650,2800 2600,2800 1200,2700,3000
Upland Rice,Retail,2500,,2600 2600 2500,2600,2600,,3000 2750,2600 2800,2800 2000,2900,2800
"",Wholesale,2200,,1850 2300 2300,2450,2300,,2500 2550,2400 2650,2700 1950,2700,2600
Nile Perch,Retail,7000,18000,12000 9000 10000,5000,7000 7500,7000,6500 6250,5500,7000,,12000
"",Wholesale,5000,15000,6500 7500 9000,4800,6000 6000,6500,5500,4500,7000,,10500
