Tilapia,Retail,5500,11000,15000 4500 15000,4900,8800 13000,6000,12000 8500,11000 6000,7000,9000,13000
"",Wholesale,4400,10000,6500 4000 13000,4700,7200 10000,5500,7750,9000 4500,6500,8000,12000
Apple Bananas,Retail,500,2100,1000 1200 1300,1450,1800 1000,1250,1500 2280,800 2000,500 2000,700,2000
"",Wholesale,450,1500,500 900 1200,1300,1500 800,1050,1200 2070,600 1500,400 2000,600,1500
Cavendish (Bogoya),Retail,400,3000,1200 1200 1700,1600,3500,1300,1400 2500,2800 1300,3000 5000,850,4200
"",Wholesale,300,2000,600 1000 1600,1400,2800,1100,1200 2175,2400 700,2500 4000,750,4000
Pineapple,Retail,2000,2200,1300 1000 1000,1700,1350 1500,2500,2500 2550,1500 1300,800 1000,900,2000
"",Wholesale,1300,1900,800 500 700,1450,950 1000,2200,2150,1000 1000,600 900,800,1500 2500
Groundnuts,Retail,3300,4300,2100 4500 2800,3000,3500 2800,3100,4000 3250,3500 2600,4000 3000,3500,4000
"",Wholesale,2900,4000,1800 4000 2350,2850,3200 2300,2900,3700 2850,3000 2400,3800 2900,3000,4000
Sunflower,Retail,,,1300,,,1100,1100,,,,4000
"",Wholesale,,,1100,,,1000,1000,,,,3500
Matooke,Retail,10000,25000,18000 12000 13000,24000,27000 15000,19000,15000 17750,6500 16000,12000 20000,15000,10000
"",Wholesale,7500,18500,12000 10000 10000,20000,24000 13000,17500,12000 16770,4500 12000,10000 20000,13000,9000
Matooke (kg),Retail,500,2000,375 550 330,1100,900 1000,1300,450 630,1800 1500,2000,375,1500
"",Wholesale,450,2000,150 450 280,900,800 1000,1150,350 595,1500 1000,2000,325,1500
"",,,,CENTRAL,,EASTERN,,NORTHERN,,WESTERN,,Organic
commodity,,Kiboga,Luwero,Masaka Nakawa Owino,Busia,Iganga Mbale,Soroti,Arua Lira,Fort PortHoima,Kabale Kasese,Kisoro,Mbarara prices
Exotic Chicken,Retail,10000,20000,7500 8000 8000,8000,7200 9000,10000,12000 10500,9000,10000 10000,,7500
"",Wholesale,8500,15000,4500,6000,6000,7500,6600,8000,8000,,9500,,7000,9000,9000,,7000,
Exotic Eggs,Retail,8000,,5500,7500,6500,7500,6700,7000,7000,9000,7750,9000,7500,7000,7200,7000,7000,
"",Wholesale,7000,,4200,6500,6000,6400,6200,6800,6900,7000,6750,7500,6000,6500,6000,6500,6500,
Local Chicken,Retail,12000,25000,15000,,18000,15000,17200,12000,12000,18000,19000,,18000,15000,20000,19000,13000,
"",Wholesale,9000,18000,10000,13000,15000,13500,12800,10000,9500,15000,17500,,13000,14500,18000,18000,12000,
Local Eggs,Retail,12000,7200,9300,12000,13000,15000,8800,12000,12000,12000,10250,12000,9000,15000,9500,10500,12000,
"",Wholesale,9000,6800,8600,9000,11000,9000,7200,10500,11600,,8500,9000,8000,14500,9000,9000,10500,15000
Turkey,Retail,,63500,45000,45000,35000,10000,42000,20000,55000,,46000,,,,,,,
"",Wholesale,,58500,35000,40000,25000,10000,37000,15000,51000,,44000,,,,,,,
Agwede Beans,Retail,,,1200,1400,1400,,1700,,,,1700,,,1300,,,2200,
"",Wholesale,,,1100,1200,1300,,1350,,,,1550,,,1200,,,2000,2000
Cow Peas,Retail,2400,3400,1300,2000,2800,,2500,2500,1700,2200,3000,,3400,,5000,2200,3500,
"",Wholesale,2000,2600,1000,1600,2400,,2300,2000,1600,1500,2800,,3000,,4500,2000,3300,
Nambale Beans,Retail,1500,2800,1600,1800,1500,1500,1750,1500,1700,1600,1500,2000,1800,1400,1800,,2000,
"",Wholesale,1200,2500,1400,1500,1350,1275,1550,1400,1500,1450,1450,1700,1600,1300,1800,,1800,
Soya Beans,Retail,1600,2800,2100,1600,1700,1800,2075,2000,2300,2500,1600,2500,2200,,3000,2400,2400,
"",Wholesale,1300,2650,1800,1400,1500,1510,1735,1500,2000,2000,1350,2000,2000,,2800,2200,2000,
Yellow Beans,Retail,1600,2800,1100,2000,1800,1700,2100,2000,1800,1700,1600,2500,1800,,2000,1300,2200,
"",Wholesale,1250,2450,900,1600,1600,1400,1850,17000,1650,1500,1425,2300,1600,,1500,1200,2000,
Cassava Flour,Retail,1200,1200,1400,1000,1000,700,1000,1000,1000,800,850,1500,1200,1500,400,1200,1200,
"",Wholesale,950,1000,850,700,900,600,750,900,800,700,700,1200,800,1200,350,1000,1000,
Dry Fermented Cassava,Retail,,1100,,,800,,400,,650,650,180,,,,250,,,
"",Wholesale,,900,,,700,,370,,550,500,170,,,,230,,,
Fresh Cassava,Retail,450,2000,1000,500,1000,800,1200,350,500,600,440,1600,1500,2000,1000,500,2000,
"",Wholesale,400,1800,600,300,800,700,900,300,460,500,385,1200,1000,1500,1000,400,2000,
Irish Potatoes,Retail,800,2600,2500,600,700,500,900,500,800,1000,1150,1500,2500,470,4500,541,2000,
"",Wholesale,650,2200,1500,500,600,450,780,450,600,900,1050,1000,1500,450,4000,500,1500,
Orange Fleshed S.Potato,Retail,,,1200,,1200,900,,,,,850,,2000,,1000,266,2000,
"",Wholesale,,,600,,1000,800,,,,,750,,1400,,1000,250,2000,
Sun Dried Cassava,Retail,400,1650,,1000,800,600,450,700,750,650,475,,520,,250,,850,
"",Wholesale,350,1500,,600,700,600,400,600,650,500,420,,480,,230,,750,1500
White fleshed s.Potato,Retail,600,2000,,1500,1000,800,1800,,1300,1000,615,1500,2000,2000,1000,250,2000,
"",Wholesale,500,1800,,1000,800,700,1400,,1150,900,560,1000,1400,1800,1000,233,2000,1500
Coffee (Arabica),Retail,2000,,7000,,,1200,,7800,,,2000,,,,9000,4500,,
"",Wholesale,1750,,5500,,,1000,,75000,,,1800,,,,7500,4000,,
Coffee (Robusta),Retail,,,,,,,,,,,,,,,4000,,,
"",Wholesale,,,,,,,,,,,,,,,3800,,,
Unprocessed Cotton,Retail,,,2800,,,,,,,,2600,,,,2900,,,
"",Wholesale,,,2400,,,,,,,,2500,,,,2800,,,
Unprocessed Tea,Retail,,,,,,,,,,,,,,,,,,
"",Wholesale,,,,,,,,,,,,,,,,,,
Unprocessed Vanilla,Retail,,,,,3500,,,,,,,,,,,,,
"",Wholesale,,,,,3000,,,,,,,,,,,,,
