"",,,,,,Central,,,,,,,Eastern,,,Northern,,,,Western,
CommodityName,Weight,Pricetype,Kalerwe,Kiboga,Luwero,Masaka,Nakasero,Nakawa,Owino,Iganga,Jinja,,KapchorwaMbale,Soroti,Arua,Gulu,Lira,,Kabale,Kisoro,Mbarara
Apple Bananas,Kg,Retail,1000,500,650,1200,1000,1300,1200,1300,260,,600 1000,500,550,1400,,,700,600,800
"",,Wholesale,800,400,600,900,900,1000,1100,900,250,,500 700,450,500,1200,,,600,400,700
Beef,Kg,Retail,5000,5000,4500,5000,5000,5000,5000,5000,6000,,4400 4500,4000,5000,5000,5000,,4000,4000,4000
"",,Wholesale,4500,4500,4500,4500,4500,3800,4500,4700,5000,,4200 4300,3800,5000,4500,5000,,3500,3600,3800
"Cassava, Dry Fermented",Kg,Retail,,,,,,,650,510,260,,,550,850,1400,1200,,,,1000
"",,Wholesale,,,,,,,600,410,240,,,500,800,1200,900,,,,800
"Cassava, Flour",Kg,Retail,800,1200,1300,1200,1300,1000,850,1050,1000,,1000 800,1000,900,2500,1000,,1200,1000,1250
"",,Wholesale,700,1000,1000,800,1000,800,750,820,900,,900 700,700,760,2300,800,,1000,700,1220
"Cassava, Fresh",Kg,Retail,470,400,1000,1300,300,500,620,1000,260,,500 130,400,550,1300,1000,,1800,600,800
"",,Wholesale,400,300,1000,800,250,450,580,900,240,,400 120,350,450,1000,800,,1500,400,700
"Cassava, Sun dried",Kg,Retail,,,600,,,1000,650,520,740,,700,600,800,1400,800,,,500,1100
"",,Wholesale,,,500,,,800,600,420,720,,650,550,780,1200,650,,,400,1000
Cavendish (Bogoya),Kg,Retail,1300,600,1300,1000,1300,,1800,2500,800,,1000 2500,600,600,2500,2000,,2500,500,1000
"",,Wholesale,1150,500,1200,700,1200,,1600,1700,750,,800 2000,500,550,2000,1800,,2300,350,800
"Chicken, Exotic",bird,Retail,7500,,8500,10000,9000,6500,8000,6500,7000,,6500,10000,,8500,5000,,10000,,12000
"",,Wholesale,7000,,8000,8500,8000,5500,6000,5500,6000,,5500,8500,,7000,4500,,9000,,9000
"Chicken, Local",bird,Retail,12500,15000,8500,16000,15000,,15000,17000,13000,,8000 7500,10500,12000,13500,10000,,13000,12000,15000
"",,Wholesale,10000,13000,8000,14000,13000,13000,13000,13000,12000,,6000 6000,9000,10000,12000,9000,,10000,9000,14000
Coffee (Unprocessed),Kg,Retail,,2100,1400,1000,,,,2000,800,,3400,,,,,,,,
"",,Wholesale,,1700,1200,800,,,,1780,700,,3100,,,,,,,,
Cotton (Unprocessed),Kg,Retail,,,1800,,,,,,800,,,,,,,,,,
"",,Wholesale,,,1600,,,,,,700,,,,,,,,,,
Cow Peas,Kg,Retail,2000,1900,1600,2500,2000,1800,2500,1700,2200,,1800 2000,1600,2500,,1500,,,2200,1300
"",,Wholesale,1800,1800,1500,2300,1900,1400,2200,1550,2000,,1700 1600,1200,,,1300,,,2000,1100
"Dried Beans, Agwede",Kg,Retail,,,2000,1600,,1200,1100,1300,1200,,,1350,,,1200,,,,
"",,Wholesale,,,1800,1300,,1000,1000,1150,1000,,,1200,,,1150,,,,
"Dried Beans, Nambale",Kg,Retail,1600,,1800,2500,2000,1400,1100,1300,1400,,1200 1200,1500,1600,1550,1200,,1200,,1500
"",,Wholesale,1400,,1700,2000,1900,1200,950,1150,1300,,1000 1100,1250,1300,1400,1150,,1000,,1400
"Dried Beans, Yellow",Kg,Retail,1600,700,2000,1000,2000,1500,1500,1350,1500,,2000,1500,1500,1600,1500,,1100,1400,1650
"",,Wholesale,1400,600,1800,800,1900,1400,1400,1200,1400,,1500,1300,1100,1400,1400,,900,1250,1500
"Eggs, Exotic",tray,Retail,5000,6500,6000,5700,5000,6000,5000,5800,5200,,6000 5500,5800,7500,7200,6000,,8000,6000,7300
"",,Wholesale,4500,6000,5500,4500,4700,5000,4500,4800,5000,,5500 5300,5800,6000,5800,5800,,6500,5500,7000
"Eggs, Local",tray,Retail,8500,9000,5000,9000,12000,9000,13000,8000,7000,,7000 9000,7200,7500,,6500,,9000,12000,8500
"",,Wholesale,7500,7500,5500,7500,11000,7000,10000,6300,6500,,6500 7500,7000,,,6000,,7500,9500,7000
"Fish, Nile Perch",Kg,Retail,6000,,7000,4500,,7000,5500,4800,8000,,4700,4500,5500,4500,8000,,6000,5500,7000
"",,Wholesale,5000,,7000,3500,,6000,4500,3800,7000,,4500,4000,5000,4000,7000,,5000,4500,6500
"Fish, Tilapia",whole,Retail,3500,6500,3800,3500,7000,4500,5500,5500,7000,,1200 4000,6000,7000,6000,8000,,7000,4500,7300
"",,Wholesale,2500,4500,3000,2500,5500,4000,4500,4500,6500,,1100 3700,5500,,4500,7000,,6000,4000,7000
Goat Meat,Kg,Retail,6000,6000,5000,5500,6000,6000,6000,5800,6000,,5000 5000,5000,5500,6000,5000,,5000,5000,5200
"",,Wholesale,5000,5000,5000,4500,5000,4800,4500,4800,5000,,4800 4500,4800,5500,5700,5000,,4800,3800,4800
"Groundnuts, Unpounded",Kg,Retail,3000,2500,3000,2200,3500,2800,2500,2500,2700,,3000,2500,2800,2200,2700,,2500,2750,2800
"",,Wholesale,2800,2300,2800,2100,3000,2400,2050,2200,2600,,2800,2100,2500,1800,2500,,2300,2400,2500
"Honey, Processed",ltr,Retail,,7000,3500,5500,8000,8000,,5400,6000,,,6400,,,,,9000,10000,5500
"",,Wholesale,,6000,3000,4000,7500,7000,,4300,5000,,,6000,,,,,7500,8000,5200
"Honey, Unprocessed",ltr,Retail,,3500,3000,,5000,6000,,8800,4000,,,3200,,,,,7000,7500,7700
"",,Wholesale,,3100,2500,,4500,5000,,7500,3000,,,3000,,,,,6000,6500,5300
Irish Potatoes,Kg,Retail,590,333,1000,1900,1100,560,600,800,800,,400 500,800,1200,1400,1200,,350,1000,1100
"",,Wholesale,500,316,800,1700,900,480,550,690,700,,300 400,700,,1200,1000,,300,800,1000
"",,,,,,Central,,,,,,,Eastern,,,Northern,,,,Western,
Maize Flour,Kg,Retail,1500,1300,1500,1600,1600,1400,1200,1300,1400,,1200 1000,1400,1500,140,1800,,1300,1600,1300
"",,Wholesale,1400,1100,1200,1400,1500,1200,1100,1150,1300,,1000 800,1000,1300,1250,1000,,1100,1300,1350
Maize Grain,Kg,Retail,1100,800,500,1000,1400,800,500,630,540,600,550,550,800,760,700,900,600,1050
"",,Wholesale,1000,700,450,700,1300,700,450,590,530,550,530,500,700,730,650,800,500,950
Matooke,Kg,Retail,400,500,1800,425,1000,730,500,5500,400,400,1200,600,300,1300,1000,,,1400
"",,Wholesale,350,450,1500,375,800,600,350,5000,280,300,1000,500,280,1000,800,,,1300
Matooke (Bunch),Bunch,Retail,11000,20000,15000,17000,16000,15000,16000,,20000,8000,14000,20000,9000,17500,12000,20000,17000,8000
"",,Wholesale,9000,18000,13000,15000,14000,13000,14000,,14000,6000,12000,17000,8000,16000,5000,16000,10500,7000
Milk,Ltrs,Retail,1000,1000,800,800,900,900,,1000,800,550,1000,800,1000,1200,1000,500,800,500
"",,Wholesale,800,900,750,500,800,800,,900,700,400,900,700,1000,1000,800,400,600,400
Millet Flour,Kg,Retail,1200,1600,1200,1300,2200,2000,2000,1400,1500,1800,1800,1500,1600,1800,2000,2000,1700,1700
"",,Wholesale,900,1500,1000,1200,1900,1700,1700,1200,1400,1700,1600,1400,1500,1800,1600,1800,1500,1600
Millet Grain,Kg,Retail,1200,1500,1000,1600,1900,1000,1100,1000,1000,1300,1200,1100,1050,1100,1000,1500,1300,2000
"",,Wholesale,900,1400,1000,1400,1700,800,1000,900,950,1200,1100,1000,900,900,800,1400,1100,1800
Pineapple,whole,Retail,1200,800,1500,700,2000,1000,1500,1500,1500,1200,1200,1700,2000,1500,3000,1000,2500,800
"",,Wholesale,800,500,1300,500,1500,700,1500,1000,1300,1000,1000,1400,1800,1000,500,700,1400,600
Pork,Kg,Retail,5000,5000,4000,4500,,5000,5000,,5000,4000,4000,4000,5000,5000,5000,6000,,
"",,Wholesale,4500,4500,4000,3500,,3500,4000,,4500,3600,3500,3800,5000,4500,3500,5000,,6000
Rice (Kayiso),Kg,Retail,2000,2800,2200,2200,2000,1900,1800,1700,1550,2200,1800,1900,2000,1700,1800,,2500,2600
"",,Wholesale,1800,2500,2000,1800,1800,1700,1650,1550,1450,2100,1700,1700,1600,1500,1700,,2300,2600
Rice (Super),Kg,Retail,2400,2300,2300,2100,2500,2600,2500,2200,2100,2300,,2200,2500,2600,2300,2500,2700,2500
"",,Wholesale,2100,2200,2200,1800,2300,2200,2100,2000,1900,2200,,1900,2000,2450,2000,2350,2400,2500
Rice (Upland),Kg,Retail,1600,2200,2200,2300,2500,1900,1900,1800,1700,2000,,,2000,1450,1800,,2300,
"",,Wholesale,1500,2000,2000,1800,2300,1700,1700,1600,1600,1800,,,1800,1350,1700,,2100,
Simsim,Kg,Retail,3000,,3000,3000,4000,2600,2500,2250,3000,2500,,2000,1500,2500,2600,,2500,2500
"",,Wholesale,2800,,2600,2800,3000,2400,2100,1950,2800,2400,,1700,1400,2300,2400,,2000,2300
Sorghum Flour,Kg,Retail,1000,900,,,1800,900,1000,900,1000,1000,700,1000,1200,1600,1800,1300,,900
"",,Wholesale,700,800,,,1700,700,800,700,900,900,600,700,1000,1500,1500,800,,750
Sorghum Grain,Kg,Retail,700,800,,,1700,800,450,600,900,,600,450,800,750,500,2700,800,850
"",,Wholesale,500,700,,,1500,500,400,520,850,,500,400,600,600,400,2500,700,750
Soya Beans,Kg,Retail,2000,1400,,1900,2000,1500,1000,1200,1500,1800,,1000,,,1200,2700,1600,3000
"",,Wholesale,1800,1200,,1800,1700,1200,850,1000,1300,1700,,800,,,1000,2500,1300,2000
Sunflower,Kg,Retail,,,,,3000,,400,,,,,450,,,,,,
"",,Wholesale,,,,,2700,,350,,,,,400,,,,,,
Sweet Potatoes,Kg,Retail,480,208,,1500,350,500,550,1100,280,500,170,500,200,600,500,1000,700,1200
"",,Wholesale,420,166,,1000,300,450,500,900,250,400,160,400,180,400,400,800,500,1000
Turkey,bird,Retail,,,,,65000,50000,40000,36000,42000,,40000,42000,,,,,30000,
"",,Wholesale,,,,,50000,40000,30000,32000,40000,,35000,37000,,,,,26000,30000
Vanilla (Unprocessed),Kg,Retail,,,,,3500,,2700,,,,,,,,,,3500,
"",,Wholesale,,,,,3000,,2300,,,,,,,,,,3000,
