"",Apple Bananas,Kg,Retail,1000,500,800,550,800,750,1200,280,500,500,800,900,1200,1000,700,600,400,1000,749
"",,,Wholesale,800,400,500,500,500,700,900,270,400,400,700,750,1000,,600,550,300,900,598
"",Beef,Kg,Retail,5000,4000,5000,5500,5000,5000,4500,6000,,5000,5000,6000,5000,4000,4000,,5000,4000,487
"",,,Wholesale,4500,3500,4500,4500,3800,4500,4000,5000,,4800,5000,5800,4500,,3500,,4500,3800,441
"","Cassava, Dry Fermented",Kg,Retail,,,,,,520,500,280,,,,700,1200,,,600,,,633
"",,,Wholesale,,,,,,500,400,260,,,,650,1000,,,550,,,560
"","Cassava, Flour",Kg,Retail,800,800,650,1000,1100,700,900,1000,,850,1100,800,900,700,1100,800,1000,1000,894
"",,,Wholesale,700,600,400,800,900,620,750,800,,750,1000,700,700,,750,750,800,900,745
"","Cassava, Fresh",Kg,Retail,500,500,700,350,450,500,750,260,,450,600,1200,1200,500,600,1200,400,1000,656
"",,,Wholesale,390,300,500,300,400,470,650,230,,400,500,1000,1000,250,500,1000,300,800,529
"","Cassava, Sun dried",Kg,Retail,,400,,,1100,500,1500,250,,750,1000,900,700,650,,650,,700,758
"",,,Wholesale,,300,,,900,480,1200,240,,700,1000,800,500,600,,620,,500,653
"",Cavendish (Bogoya),Kg,Retail,1300,500,1100,550,800,1000,1500,700,600,500,800,,1200,1000,1100,1000,400,,114
"",,,Wholesale,900,300,800,500,600,900,1200,650,500,450,600,,1000,,900,900,300,,953
"","Chicken, Exotic",bird,Retail,6000,8000,7000,8000,6000,8000,6500,8000,,9000,,9500,6000,7000,9500,6400,,6500,7427
"",,,Wholesale,5500,6500,6000,7500,5000,6000,5500,7000,,8500,,8500,6000,6000,800,6000,,5000,5987
"","Chicken, Local",bird,Retail,18000,10000,8000,14000,,15000,13500,14000,8000,9500,15000,14000,10000,13000,12000,15000,15000,8500,1250
"",,,Wholesale,16000,9000,7000,12500,11000,13000,11000,13000,6000,9000,14000,13000,8000,10000,9000,14000,13000,7500,1088
"",Coffee (Unprocessed),Kg,Retail,,,,,,,1750,1200,,,,,,,,2500,2000,,2242
"",,,Wholesale,,,,,,,1550,1100,,,,,,,,2400,1600,,1992
"",Cotton (Unprocessed),Kg,Retail,,,,,,,,800,,,,,,,,,,,800
"",,,Wholesale,,,,,,,,700,,,,,,,,,,,700
"",Cow Peas,Kg,Retail,2000,2300,2500,2500,1500,2500,1700,2500,1800,1200,1600,,2500,3000,1500,2200,1500,1500,201
"",,,Wholesale,1800,2000,2300,2000,1300,2200,1550,2400,1700,1000,1500,,2200,,1400,2100,1400,1000,174
"","Dried Beans, Agwede",Kg,Retail,,,,,1200,800,1400,1200,,1200,1200,900,1400,,,,,,1163
"",,,Wholesale,,,,,1000,700,1300,1100,,1100,,850,1200,,,,,,1036
"","Dried Beans, Nambale",Kg,Retail,1500,1000,1200,2000,1500,1150,1300,1400,1200,1500,1300,1450,1400,1000,1300,1200,,1100,1324
"",,,Wholesale,1400,800,1000,1700,1200,1100,1150,1300,1100,1400,1200,1350,1200,800,900,1000,,1000,1153
"","Dried Beans, Others",Kg,Retail,1600,1200,1200,2000,1500,1150,1300,1200,1200,1200,1400,1350,1800,,1000,1400,1100,1300,1347
"",,,Wholesale,1400,1000,1000,1700,1200,1100,1200,1100,1100,1100,1300,1200,1600,,850,1200,900,1000,1915
"","Dried Beans, Yellow",Kg,Retail,1600,1300,1200,2000,1600,1600,1400,1500,,1500,1500,1500,1600,1400,1200,1000,900,900,1394
"",,,Wholesale,1400,1100,1000,1700,1300,1550,1250,1400,,1450,1450,1450,1400,1300,900,900,800,800,124
"","Eggs, Exotic",tray,Retail,5000,6000,6500,6000,6000,4800,6300,5000,9000,5800,7500,6000,6000,6000,6500,5500,6500,6000,6133
"",,,Wholesale,4500,5500,4700,5800,5000,4500,5300,4800,7000,5700,6000,5800,6000,5500,5500,5500,5500,5500,5450
"","Eggs, Local",tray,Retail,10000,8500,9000,13500,9000,11000,8500,6500,,8250,7500,,6500,9000,9000,7200,9900,9000,8897
"",,,Wholesale,9000,7000,7500,12500,7000,9000,6600,6000,,7900,,,6000,7000,7500,7000,9000,8500,7833
"","Fish, Nile Perch",Kg,Retail,5500,6000,,6000,7000,7000,5000,6000,,4000,5000,4500,5000,,7000,,,5000,5615
"",,,Wholesale,5000,4500,,5500,6000,6000,4000,5000,,3500,5000,4300,400,,6500,,,4500,4631
"","Fish, Tilapia",whole,Retail,4500,4700,4500,5000,4000,5500,5000,9000,2000,5000,5000,4600,6000,7000,7000,3500,6000,6000,5239
"",,,Wholesale,4000,4000,3500,4500,3500,5000,4000,8000,1800,4500,4500,4300,5000,,6500,3000,4000,5000,441
"",Goat Meat,Kg,Retail,6000,4500,5500,6000,6000,6000,5000,6000,4500,5000,5500,6000,6000,5000,5000,5800,6000,5500,5517
"",,,Wholesale,5000,3600,4500,5500,5000,4500,4500,5000,4000,4800,5500,5700,5000,,4500,5400,5000,4800,484
"","Groundnuts, Unpounded",Kg,Retail,2500,2400,2200,3000,2500,2500,2500,2200,2800,2700,2500,2800,3000,2800,2400,2300,2500,2500,2561
"",,,Wholesale,2300,2100,2000,2500,2200,2200,2300,2000,2700,2000,2200,2600,2800,2300,2250,2200,2300,2400,2297
"","Honey, Processed",Kg,Retail,7500,10000,8800,8000,8000,,7500,6000,,6400,3000,3500,,8000,4000,,7000,,784
"",,,Wholesale,7000,8000,6800,7500,8500,,6200,5000,,6000,2700,3200,,,3400,,6000,,8879
"","Honey, Unprocessed",Kg,Retail,6500,7500,,5000,6500,,3200,4000,,3000,2500,4000,,4000,7000,,3500,,5621
"",,,Wholesale,500,800,700,750,500,500,700,700,,900,800,800,600,650,420,700,400,,672
"",Maize Flour,Kg,Retail,1500,1500,1300,1500,1400,1200,1400,1300,1400,1500,1500,1450,1500,1400,1200,1200,1000,1100,1353
"",,,Wholesale,1300,1250,1100,1400,1200,1050,1200,1200,1300,1350,1360,1350,1300,1200,1150,1100,800,1000,1201
"",Maize Grain,Kg,Retail,1000,600,1000,1100,800,710,750,720,800,800,850,620,820,700,1000,1000,500,1000,82
"",,,Wholesale,900,500,700,1000,700,700,650,700,750,750,750,600,800,650,620,900,450,800,71
"",Matooke,Kg,Retail,410,600,212,450,430,350,500,300,400,500,400,,1200,500,440,600,250,1000,686
"",,,Wholesale,340,400,188,400,390,320,400,280,300,450,350,,1000,,400,550,225,800,605
"",Matooke (Bunch),Bunch,Retail,10000,9000,8500,9000,11000,11000,15000,15000,8000,10000,8000,15500,10000,7000,12000,10000,10000,8000,10389
"",,,Wholesale,9000,5000,7500,8500,9500,9000,13000,14000,6000,9000,7500,14800,6000,,8500,9000,9000,6000,8900
"",Milk,Ltrs,Retail,800,800,700,800,800,800,1000,800,500,800,1000,1000,1200,700,600,750,700,500,792
"",,,Wholesale,700,600,400,700,700,700,800,700,450,700,800,800,1000,,500,700,500,400,656
"",Millet Flour,Kg,Retail,1200,1600,1500,1800,1900,2000,1400,1500,,1500,1600,1100,1500,2500,1500,1400,1300,1200,1559
"",,,Wholesale,900,1400,1300,1500,1500,1600,1100,1300,,1350,1500,900,1400,,1200,1350,1200,1000,128
"",Millet Grain,Kg,Retail,1200,1200,1400,1300,1100,1150,1000,1000,1050,1100,1300,1400,450,1200,1200,1300,1200,1000,114
"",,,Wholesale,900,800,1200,1250,1000,1100,850,900,1000,1000,1000,1200,450,1000,950,1200,1000,800,978
"",Pineapple,whole,Retail,1500,2300,800,2300,1500,1200,2500,2200,,1600,1700,1700,1500,2000,500,1200,800,1000,154
"",,,Wholesale,1000,1200,700,2000,1200,800,2000,2000,,1450,1500,1500,1400,1000,350,1000,500,800,120
"",Pork,Kg,Retail,5000,4000,4000,,5000,5000,,5000,,4000,,4500,4500,5000,4800,5000,5000,7000,484
"",,,Wholesale,4500,3000,3500,,3500,4200,,4000,,3800,,4300,4000,,3800,4800,4500,6500,418
"",Rice (Kayiso),Kg,Retail,2000,2500,2400,2200,2100,2100,2100,2300,2200,2200,2400,1850,2200,,2700,,2800,2500,2284
"",,,Wholesale,1900,2100,2000,2000,1900,1900,1850,2100,2100,2100,2300,1750,2000,,2200,,2500,2300,2063
"",Rice (Super),Kg,Retail,2500,2600,2000,2500,2600,2500,2400,2500,2400,2400,2500,2500,2500,2700,,2200,2200,2600,2447
"",,,Wholesale,2300,2400,1800,2200,2300,2150,2250,2400,2300,2200,2400,2200,2200,,,2100,2000,2400,2225
"",Rice (Upland),Kg,Retail,1900,2200,2000,2500,2100,2100,2000,2200,,,2400,1730,2200,2400,2500,1540,2000,1800,2098
"",,,Wholesale,1800,2000,1800,2200,1900,1850,1800,2000,,,2000,1680,2000,2200,1850,1530,1800,1500,1869
"",Simsim,Kg,Retail,3000,3000,3000,5000,2500,2500,2300,2200,2500,2600,2200,2750,2200,,3800,2100,,4000,2853
"",,,Wholesale,2800,2500,2700,4500,2200,1900,2150,2000,2400,2400,1800,2500,2000,,2800,2000,,3800,2528
"",Sorghum Flour,Kg,Retail,1000,,,,1000,1000,900,800,900,800,1500,900,900,2700,1700,1400,1000,1000,116
"",,,Wholesale,700,,,,700,800,700,700,700,750,1400,800,800,,1400,1300,900,800,889
"",Sorghum Grain,Kg,Retail,700,700,,1800,800,650,650,700,,650,1200,950,700,1000,1400,1100,900,1500,963
"",,,Wholesale,500,500,,1700,700,620,550,600,,550,1000,850,600,700,1100,1100,800,1400,829
"",Soya Beans,Kg,Retail,2500,,1400,1500,1700,1100,1300,1800,1800,1500,,,1000,900,1800,1200,1000,1450,1463
"",,,Wholesale,2300,,1300,1400,1200,900,1150,1700,1700,1400,,,800,800,1450,1000,800,1400,1287
"",Sunflower,Kg,Retail,,,,3000,,400,,,,,,,,,,,,,1700
"",,,Wholesale,,,,2500,,370,,,,,,,,,,,,,1435
"",Sweet Potatoes,Kg,Retail,530,500,800,350,350,500,1000,300,,400,550,1000,1200,650,250,1000,200,,652
"",,,Wholesale,440,400,500,300,300,450,80,250,,450,500,800,1000,350,150,1000,150,,47
"",Tea (Unprocessed),Kg,Retail,,,,5000,,,,,,,,,,,,,,,5000
"",,,Wholesale,,,,4500,,,,,,,,,,,,,,,4500
"",Turkey,bird,Retail,,27000,,30000,35000,34000,27000,35000,,31000,,,,,,,,38000,32125
"",,,Wholesale,,24000,,25000,30000,25000,25000,30000,,29000,,,,,,,,35000,27875
"",Vanilla (Unprocessed),Kg,Retail,,3000,,5500,,2700,,,,,,,,,,,,3500,3675
