"",,,,,,CENTRAL,,,,,EASTERN,,,NORTHERN,,WESTERN,,,Organic
Commodity,Unit,,KAL,KIB,LUW,MSK NAK,NKS,OWI,IGA,JJA,KAP MBA,SOR,ARU,GUL LRA,HOI,KAS KLE,MBR,Avg,Prices
Animal Products,,,,,,,,,,,,,,,,,,,
Beef,Kg,Retail,5000,5000,5000,5000 5000,5000,5000,4500,6000,4400 4400,4000,5000,5000 5000,4000,4200 4000,4000,4710.5,
"",,Wholesale,4500,4500,4500,4500 3500,4500,4500,4000,5000,4000 4200,3800,5000,4500 5000,,4000 3500,3800,4294.4,
Goat Meat,Kg,Retail,6000,6000,6000,5500 6000,6000,6000,5000,6000,5000,5000,5500,6000 5000,5000,6200 5000,6200,5633.3,
"",,Wholesale,5000,5000,6000,4500 4600,5500,4500,4500,5000,4500,4700,5500,5700 5000,,6000 4800,5800,5094.1,
"Honey, Processed",Kg,Retail,,7000,3500,5500 8000,8000,,8800,6000,,6400,3500,,,9000,5500,6472.7,
"",,,,,,,,,,,,,,,,,,,8000
"",,Wholesale,,6000,3000,4000 7000,7500,,7200,5000,,6100,3200,,,7500,5000,5590.9,
"Honey, Unprocessed",Kg,Retail,,3500,3000,6500,5000,,5400,4000,3000,3800,2000,,,7000,7700,4627.3,
"",,Wholesale,,3100,3000,6000,4500,,4600,3000,2900,3600,,,,6000,5300,4200,
Milk,Ltrs,Retail,1000,1000,600,1000 800,900,900,1000,800,550 900,850,1000,1200 1000,800,800 600,500,852.63,
"",,Wholesale,700,900,600,600 700,800,700,900,700,400 800,750,900,1000 900,,750 500,500,727.78,
Pork,Kg,Retail,5000,5000,4000,4500 5000,,5000,,6500,4000 4400,4000,,5000 5000,,4800 6000,,4871.4,
"",,Wholesale,4500,4500,4000,3500 3500,,4100,,5000,3600 3400,3800,,4500 4000,,5000,6500,4278.6,
Cereals,,,,,,,,,,,,,,,,,,,
Maize Flour,Kg,Retail,1300,1000,1200,900 1200,1400,1000,1000,800,1200 800,1400,1500,1500 1500,1000,1400 1000,1100,1168.4,
"",,Wholesale,1200,900,1000,800 800,1200,800,840,700,1000 600,1000,1200,1300 1000,700,1300 900,1000,960,
Maize Grain,Kg,Retail,1000,350,280,250 800,800,350,300,310,500 375,400,700,400 500,270,700 500,700,499.21,
"",,Wholesale,700,300,200,200 600,700,310,240,300,400 370,350,500,350 350,230,650 350,600,405.26,
Millet Flour,Kg,Retail,1200,1300,1600,1500 2000,2200,1800,1300,1500,1800 1800,1600,2000,1800 2000,2000,1500 1500,1300,1668.4,
"",,Wholesale,900,1100,1500,1300 1600,1900,1600,1100,1400,1700 1600,1450,1500,1600 1800,,1400 1300,1000,1430.6,
Millet Grain,Kg,Retail,1200,1100,1200,1500 1200,1900,1200,1080,1100,1200 1200,1100,1000,1100 900,1200,1100 1200,1650,1217.4,
"",,Wholesale,900,1000,1000,1300 1000,1700,800,970,1000,1100 1150,1000,820,900 800,1000,1000 1000,1400,1044.2,
Rice (Kayiso),Kg,Retail,2000,2800,2200,2200 2000,2000,1700,1500,1600,2200 1500,1800,2000,2000 1800,,,2600,1993.8,
"",,Wholesale,1800,2500,2000,1800 1650,1800,1550,1400,1400,2100 1400,1600,1700,1850 1700,,,2300,1784.4,
Rice (Super),Kg,Retail,2500,2300,2300,2100 2600,2500,2300,2000,2000,2300 1600,2200,2500,2700 2000,2400,2400 2000,2800,2289.5,
"",,Wholesale,2200,2200,2200,1800 2200,2300,2100,1900,1800,2200 1470,1900,1700,2600 1800,,2300 1800,2500,2053.9,
