Maize Flour,Retail,Kg,1500,1500,1500,1300,1500,1600,1300,1400,1300,1400,1300,1500,1600,1500,1400,1200,1200,1400,1100
"",Wholesale,Kg,1400,1250,1350,1100,1500,1400,1200,1250,1200,1300,1200,1350,1500,1300,1200,1150,1100,1000,100
Maize Grain,Retail,Kg,1000,700,1150,1000,1100,1000,800,800,700,800,1300,800,850,1000,800,1000,1000,800,100
"",Wholesale,Kg,900,630,950,700,1100,900,770,680,670,770,1000,750,750,800,700,750,900,700,800
Matooke,Retail,Kg,360,500,1200,175,500,410,350,450,220,400,,500,500,1000,500,440,800,250,
"",Wholesale,Kg,300,400,700,150,450,360,320,380,240,300,,450,450,1000,,400,700,225,
Matooke (Bunch),Retail,Bunch,8000,8000,15000,7000,13000,9000,10000,15000,,8000,12000,9500,14000,9000,7000,14000,9500,10000,500
"",Wholesale,Bunch,7000,4600,10000,6000,12000,8000,8500,12500,,6000,10000,9000,12500,7000,,8500,8500,9000,4500
Milk,Retail,Ltrs,800,800,600,700,800,800,800,1000,800,400,800,800,1000,1200,700,600,750,700,50
"",Wholesale,Ltrs,700,600,500,400,800,700,700,800,700,350,700,700,900,1000,600,500,700,500,400
Millet Flour,Retail,Kg,1200,1600,1200,1500,1800,2000,2000,1500,1600,1800,2000,1450,1600,1500,2500,1500,1400,1500,1800
"",Wholesale,Kg,900,1400,1300,1300,1800,1600,1700,1200,1400,1700,1500,1350,1500,1300,,1200,1350,1400,1500
Millet Grain,Retail,Kg,1200,1200,900,1400,1300,1200,1150,1100,1200,1300,1100,1100,1200,900,1200,1200,1300,1400,1500
"",Wholesale,Kg,900,800,700,1200,1300,1000,1070,1000,1100,1200,1000,950,1050,600,1000,950,1200,1300,100
Pineapple,Retail,whole,1300,2300,1200,800,2500,1500,1200,2200,2500,,1500,1550,2700,2500,1500,500,1200,800,130
"",Wholesale,whole,1000,1200,900,700,2300,1300,800,1800,2200,,1000,1400,,2000,1000,350,1000,500,100
Pork,Retail,Kg,5000,4000,4300,4000,,5000,5000,,6000,,4000,4000,5000,4500,5000,4800,4600,5000,550
"",Wholesale,Kg,4500,2900,4000,3500,,3500,4000,,5000,,3500,3800,,4000,,3800,4500,4500,400
Rice (Kayiso),Retail,Kg,2400,2500,2400,2400,,2400,2400,2200,2400,2200,2500,2400,2400,2200,,2700,,2800,250
"",Wholesale,Kg,2300,2300,2300,2000,,2200,2200,1900,2300,2100,2200,2000,2300,2000,,2200,,2500,230
Rice (Super),Retail,Kg,2700,2700,2500,2000,2600,2800,2600,2400,2700,2400,2600,2400,2500,2500,2800,2600,2400,2300,250
"",Wholesale,Kg,2600,2500,2250,1800,2500,2600,2400,2200,2500,2300,2300,2300,2400,2300,,2300,2300,2100,240
Rice (Upland),Retail,Kg,2300,2300,2200,2000,2500,2400,2300,2200,2300,,,,2400,2000,2200,2500,1540,2200,200
"",Wholesale,Kg,2100,2100,2000,1800,2400,2200,2100,1900,2200,,,,2000,1800,2100,1850,1530,2000,1800
Simsim,Retail,Kg,3000,3000,2700,3000,5000,2500,2500,2400,2300,2500,2600,2500,2500,2500,,3800,2100,,
"",Wholesale,Kg,2800,2500,2500,2700,4500,2200,2000,2200,2100,2400,2400,2400,1800,1800,,2800,2000,,
Sorghum Flour,Retail,Kg,1000,,1400,,,1200,1000,1000,1000,900,1000,1000,1500,800,,1800,1400,1000,100
"",Wholesale,Kg,700,,1300,,,900,800,800,900,700,900,900,1400,600,,1550,1300,900,800
Sorghum Grain,Retail,Kg,700,700,1300,,1800,1000,650,700,800,,900,650,1000,400,,1400,1200,900,1500
"",Wholesale,Kg,500,500,1000,,1700,700,620,600,700,,600,550,800,350,,1100,1100,800,1400
Soya Beans,Retail,Kg,2000,1500,1800,1400,1500,1500,1400,1350,2500,1800,2000,1400,2000,1200,900,1800,1200,1000,1450
"",Wholesale,Kg,1800,1200,1500,1300,1400,1300,1100,1200,2300,1700,1300,1300,1500,1000,800,1450,1000,800,1400
Sunflower,Retail,Kg,,,,,3000,,,,,,,400,,,,,,,
"",Wholesale,Kg,,,,,2500,,,,,,,350,,,,,,,
Sweet Potatoes,Retail,Kg,500,650,1200,800,350,480,600,1000,260,300,1000,450,600,1200,600,250,1000,150,
"",Wholesale,Kg,400,450,800,500,300,430,500,800,230,200,,400,550,1000,450,150,800,100,
Tea (Unprocessed),Retail,Kg,,,,,5000,,,,,,,,,,,,,,
"",Wholesale,Kg,,,,,4500,,,,,,,,,,,,,,
Turkey,Retail,bird,,27000,30000,,30000,35000,,30000,38000,,25000,32000,,,,,,,3800
"",Wholesale,bird,,24000,25000,,25000,30000,,27000,36000,,20000,29000,,,,,,,3500
Vanilla (Unprocessed),Retail,Kg,,3000,,,6000,,2700,,,,,,,,,,,,
Kg,300,400,700,150,450,360,320,380,240,300,,450,450,1000,,400,700,225,
Bunch,7000,4600,10000,6000,12000,8000,8500,12500,,6000,10000,9000,12500,7000,,8500,8500,9000,4500
"",Wholesale,Kg,2100,2100,2000,1800,2400,2200,2100,1900,2200,,,,2000,1800,2100,1850,1530,2000,1800
Simsim,Retail,Kg,3000,3000,2700,3000,5000,2500,2500,2400,2300,2500,2600,2500,2500,2500,,3800,2100,,
bird,,24000,25000,,25000,30000,,27000,36000,,20000,29000,,,,,,,35000
