"",,,CENTRAL,,,EASTERN,,,NORTHERN,,WESTERN,Organic
commodity,,Kalerwe Luwero,NakaseroNakawa Owino,Busia,Iganga,Jinja Mbale,Soroti,Arua,Gulu Lira,Fort PortHoima,Kabale Kasese,Mbarara prices
Beef,retail,6000 6500,7000 7000 7000,6000,6500,8000 600,,6000,6500 7000,6000 6000,6000 6000,6000
"",Wholesale,5500 6200,6000 5800 6000,6000,5800,7000 6000,,6000,6000 6000,6000 5000,5900 5500,6000
Goat Meat,retail,8000 8000,8000 8000 8000,6000,7000,7000 7000,,7000,7000 7500,7000 7000,7000 7000,8000
"",Wholesale,7000 6500,7000 7000 7000,6000,6000,6000 7000,,7000,6000 6000,7000 5500,6800 6500,8000
Milk,retail,1000 1000,1000 1000 900,1200,1100,1000 1200,1500,1000,1200 1000,900 1000,700 1600,800
"",Wholesale,800 550,600 900 800,800,900,900 1000,1400,,1000 950,500 800,600 1400,800
Pork,retail,6000 6800,7000,4600,,5000 6000,5000,6000,6000,6000 6000,7000 6000,9000
"",Wholesale,5500 5800,5000,4400,,4000 5000,4900,,5500,5000 5000,6500 6000,9000
Processed Honey,retail,,8000 9000,10000,7900,6000,7000,4500,,20000,10000 5000,16000
"",Wholesale,,6000 10000,9000,7000,5000,7000,3200,,18000,8500 4500,15000
Unprocessed Honey,retail,,10000,,5200,5000,6000,,,,7000 4500,
"",Wholesale,,7500,,4400,4000,5500,,,,6500 3500,4000
Kayiso Rice,retail,2500 3000,2800 2600 2500,2500,2600,2700 2600,2800,,3300,3000 2800,1000,3000
"",Wholesale,2200 2800,2400 2300 2400,2400,2200,2500 2400,2600,,3000,2700 2650,950,3000
Maize Flour,retail,2200 1820,2400 2400 2200,2400,1800,2200 2200,2400,2200,2200 2000,2000 2400,2400 900,2400
"",Wholesale,2000 1650,2000 1900 2000,2300,1500,2100 2000,2000,2100,1700 1700,1700 2200,2200 800,2200
Maize Grain,retail,1800 1520,1500,1500,1100,1200 1350,1800,1200,1000 1500,1500 1100,450,1500
"",Wholesale,1500 1200,1380,1400,900,1100 1300,1700,1000,800 1300,1300 900,400,1400
Millet Flour,retail,2000,2500 2000 2000,,1600,1600 2000,1800,2000,2200 1400,3000 3300,1800 1400,2400
"",Wholesale,1800,2000 1600 1700,,1350,1500 1800,1500,1500,1200 1200,2500 3000,1600 1300,2200
Millet Grain,retail,1800,1200 1100,1100,1200,1200 1200,1000,1100,1700 1000,1500 1000,1200 650,1800
"",Wholesale,1600,1000 1000,1000,1100,1100 1000,900,900,1400 950,1200 800,1100 600,1600
Simsim,retail,4000 3600,5000 3500 3500,3000,4000,2800 3500,3000,2800,4000 3000,4000 3000,,5500
"",Wholesale,3500 3400,4000 3000 2800,2900,3600,2700 3000,2900,2600,3500 2700,3000 2500,,5000
Sorghum Flour,retail,1800,1200 1300,,1200,900 1200,1100,1000,1500,1500 3000,1800 2000,2000
"",Wholesale,1400,900 1100,,900,800 1000,900,800,1200,1000 2500,1600 2000,1800
Sorghum Grain,retail,1600,1000 1200,850,800,600 800,750,700,700 800,1000,1500 1500,1700
"",Wholesale,1200,700 1000,800,600,500 700,650,500,600 760,800,1300 1350,1600
Super Rice,retail,2600 3200,3000 3500 2700,3000,2800,2800 3000,3000,3400,3400 3000,2800 3000,3000 3000,3000
"",Wholesale,2300 2800,2600 2800 2500,2800,2500,2600 2700,2800,2800,3000 2600,2600 2600,2800 3000,3000
Upland Rice,retail,2500,3000 2600 2500,2700,2500,2700,,3000,3200 2800,2500 2800,2800 2000,2800
"",Wholesale,2200,2600 2300 2350,2600,2200,2400,,2500,2900 2500,2200 2650,2700 1950,2600
Nile Perch,retail,7000 18000,10000 10000 10000,5700,7000,8000 7500,7000,6000,8000 5500,6000,10000,8500
"",Wholesale,6500 15000,8000 7500 8500,5400,6000,7000 6000,6500,,6000 5000,4500,9500,8500
Tilapia,retail,3500 11000,4500 4500 15000,5300,8800,9000 14000,6000,10000,9000 10000,10000 6500,7000,10000
"",Wholesale,2800 10000,3500 4000 13000,5200,7200,8000 10500,5600,,7000 9000,8500 4500,6500,10000
Apple Bananas,retail,1500 1500,1500 1200 1300,1400,1800,260 1000,1200,1400,4000 4000,800 2000,500 3800,2200
"",Wholesale,1000 1300,1200 900 1200,1300,1500,250 800,1000,1000,3000 3600,600 1500,400 3500,1800
Cavendish (Bogoya),retail,2500 3000,1500 1200 1700,1700,3500,800 2000,1200,1200,3500 4200,2800 1300,3000 5000,4000
"",Wholesale,2000 2000,1000 800 1600,1400,2800,750 1500,1000,1000,2500 3600,2400 700,2500 4000,7000
Pineapple,retail,1000 2200,1500 1500 1500,1700,1600,1800 1500,2500,,3500 3500,1500 1300,1000 1000,2000
"",Wholesale,800 1900,1000 1000 1000,1600,1200,1600 1000,2100,,2000 3200,1000 1000,800 900,2000 2500
Groundnuts,retail,4500 4300,5000 4500 3500,4000,3500,3800 3100,3800,4500,3000 5000,5000 3200,4000 4500,5000
"",Wholesale,4000 4000,4000 3800 3000,3900,3200,3600 2500,3500,3800,2800 4500,4500 3000,3800 4000,5000
Sunflower,retail,,1200,,,,1100,,1200,,,4200
"",Wholesale,,1000,,,,1000,,,,,4000
Matooke,retail,15000 18500,20000 11000 12000,22000,26000,20000 1500,20000,12000,19000 20000,15000 16000,14000 20000,10000
"",Wholesale,12000 14000,12000 9000 1000,20000,22500,19000 13000,17500,10000,14500 17000,12000 12000,12000 20000,8000
Matooke (kg),retail,1000 2100,1000 550 320,900,700,400 1000,1300,450,1000 900,2000 1500,2000,1500
"",Wholesale,600 1900,600 400 280,800,600,380 1000,1200,350,800 850,1500 1000,2000,1300
"",,,CENTRAL,,,EASTERN,,,NORTHERN,,WESTERN,Organic
commodity,,Kalerwe Luwero,NakaseroNakawa Owino,Busia,Iganga,Jinja Mbale,Soroti,Arua,Gulu Lira,Fort PortHoima,Kabale Kasese,Mbarara prices
