Exotic Chicken,retail,8500 16500,10000 7000 7000,8000,7200,9000 9000,11000,8000,14000 11000,7500 9000,10000 10000,7000
"",Wholesale,7000,8000,7000,6000,6000,7500,6600,8000,8000,9000,,8000,10000,6500,7000,9000,9000,7000,
Exotic Eggs,retail,8000,,7500,7500,6000,7500,6700,8000,7000,7000,9000,7500,7500,9000,7500,7000,7200,7000,
"",Wholesale,7000,,6500,6400,5700,6400,6200,7000,6700,6900,7000,6500,6500,7500,6000,6500,6000,6500,
Local Chicken,retail,15000,28000,18000,1400,14000,15000,16000,17000,10000,13000,17000,18500,16000,11500,18000,15000,20000,13000,
"",Wholesale,15000,18000,12000,12000,12000,14000,12000,16000,8000,11000,15000,13000,15000,9000,13000,14500,18000,11000,
Local Eggs,retail,15000,7200,15000,12000,13000,9000,8800,12000,12000,12000,12000,,10500,12000,9000,15000,9500,12000,
"",Wholesale,10000,6800,13000,9000,11000,7500,7200,10500,10500,11600,,,8000,9000,8000,14500,9000,12000,15000
Turkey,retail,,65000,50000,45000,35000,10000,42000,36000,25000,53000,,,,,,,,,
"",Wholesale,,6000,30000,40000,25000,10000,37000,34000,20000,49000,,,,,,,,,
Agwede Beans,retail,,,,1400,1400,,1800,1700,,,,2000,1900,,,1800,,2200,
"",Wholesale,,,,1200,1200,,1400,1400,,,,1600,1750,,,1600,,2200,2000
Cow Peas,retail,3000,3400,3500,1800,4500,,2650,1600,2500,1550,2500,1200,4500,2600,3400,,5000,3200,
"",Wholesale,2500,2600,3000,1600,3500,,2400,1400,2000,1450,1800,900,4000,2400,3000,,4500,3000,
Nambale Beans,retail,1500,3200,2500,1800,1300,1500,1800,,1300,1600,1800,2300,1500,2000,1800,2000,1800,2000,
"",Wholesale,1300,2800,1600,1400,1150,1175,1600,,1200,1400,1600,2000,1350,1700,1600,1800,1800,1800,
Soya Beans,retail,2800,2800,3500,1600,2200,2000,2100,1800,2200,2400,2500,,1800,1700,2200,,1500,2300,
"",Wholesale,2600,2650,2900,1500,1900,1900,1750,1650,2000,2200,2000,,1400,1500,2000,,1300,2000,
Yellow Beans,retail,1500,3100,2500,2000,1700,2000,2200,1700,1500,1700,2000,2500,1800,2500,2000,,2000,2300,
"",Wholesale,1300,2750,2000,1700,1500,,1900,1500,1400,1500,1750,2200,1400,2300,1800,,1500,2200,
Cassava Flour,retail,1000,1200,1500,1200,1000,800,1000,800,1000,1000,900,2200,1000,1000,1200,1500,400,1200,
"",Wholesale,800,1000,1000,800,900,750,750,700,900,750,750,1600,800,800,800,1200,350,1000,
Dry Fermented Cassava,retail,,1100,,,700,,400,170,,550,750,2500,,,,,250,,
"",Wholesale,,900,,,600,,370,160,,500,700,1800,,,,,230,,
Fresh Cassava,retail,500,1600,1000,500,800,800,1200,340,350,500,600,1000,700,1600,1500,2000,1000,2000,
"",Wholesale,300,1400,500,400,700,700,900,300,330,450,500,700,600,1200,1000,1500,1000,7000,
Irish Potatoes,retail,1000,2600,1200,800,700,600,900,800,500,1000,1000,1500,1500,1500,2500,500,4500,1500,
"",Wholesale,750,2200,800,600,600,500,780,700,450,900,900,1200,1400,1000,1500,470,4000,1000,
Orange Fleshed S.Potato,retail,5000,,,,700,900,,,,,,1200,850,,2000,,1000,2000,
"",Wholesale,4000,,,,600,800,,,,,,1000,700,,1400,,1000,2000,
Sun Dried Cassava,retail,,1600,,1200,700,700,450,400,600,650,750,1600,600,,520,,800,850,
"",Wholesale,,1200,,800,600,650,400,380,500,550,700,1200,500,,480,,700,750,1500
White fleshed s.Potato,retail,1000,2000,1500,1500,600,800,1800,260,600,,1000,1000,2300,1500,2000,2000,1000,2000,
"",Wholesale,500,1800,1000,1000,500,700,1400,240,350,,900,800,2000,1000,1400,1800,1000,2000,1500
Coffee (Arabica),retail,,,,,,,2950,800,7800,,,,,,,,8000,,
"",Wholesale,,,,,,,2720,700,7500,,,,,,,,7500,,
Coffee (Robusta),retail,,,,,,1200,,,,,,,,,,,4000,,
"",Wholesale,,,,,,1000,,,,,,,,,,,3800,,
Unprocessed Cotton,retail,,,,,,,,2400,,,,,,,,,2900,,
"",Wholesale,,,,,,,,2100,,,,,,,,,2800,,
Unprocessed Tea,retail,,,6000,,400,,,,,,,,,,,,,,
"",Wholesale,,,4000,,350,,,,,,,,,,,,,,
Unprocessed Vanilla,retail,,,,,3500,,,,,,,,,,,,,,
"",Wholesale,4000,,,,3000,,,,,,,,,,,,,,
