Table I: Table showing price changes for Nakawa Market (Shs),,,
Commodity,,17th December ‘08,20th December ‘08
Tilapia,Retail,4000,5000
"",Wholesale,3500,4300
Irish potatoes,Retail,400,480
"",Wholesale,300,400
Cassava Flour,Retail,800,800
Table 2: Table showing price changes in Arua Market,
Commodity 17‐Dec‐08 20‐Dec‐08,22‐Dec‐08
Chicken (Local) Retail 16000 17000,17500
Fish ‐ Tilapia Retail 7000 7500,7500
Irish Potatoes Retail 1000 1200,1200
Matooke (Bunch) Retail 7000 8000,8500
"",,,Agricultural Market Food Price Report December 26th 2008,
"",,,Central Eastern Northern Western,
Commodity,,,Kiboga Masaka Nakawa Owino Mbale Soroti Jinja Iganga Jinja Arua Lira Hoima Mbarara Kabale Kasese Avg,
Apple Bananas,Kg,Retail,"400 650 1,000 550 350 400 160 600 170 1,000 600",500 532
"",,Wholesale,300 500 700 500 300 350 140 400 150 700 500,500 420
"Cassava, Dry Fermented",Kg,Retail,370 300 400 400 350 600 300,389
"",,Wholesale,350 270 400 300 300 500 250,339
"Cassava, Flour",Kg,Retail,"800 650 800 600 900 600 800 600 800 700 600 550 1,600",650 600 750
"",,Wholesale,"600 400 650 500 700 500 700 500 700 650 550 500 1,400",550 580 632
"Cassava, Fresh",Kg,Retail,500 700 530 600 250 150 450 160 750 500 250 700,800 310 475
"",,Wholesale,350 450 500 550 600 200 135 400 140 600 400 180 500,550 300 390
"Cassava, Sun dried",Kg,Retail,"400 800 370 700 300 600 400 600 600 400 400 1,200",564
"",,Wholesale,"300 620 350 600 270 450 300 450 530 350 350 1,000",464
Cattle Steak,Kg,Retail,"4,000 5,000 4,700 4,000 4,000 5,000 4,500 5,000 5,000 6,000 4,500 5,000 3,500","4,000 4,586"
"",,Wholesale,"3,300 4,000 4,000 3,800 3,800 4,500 4,200 4,500 5,000 5,500 4,500 3,000","4,000 4,162"
Cavendish (Bogoya),Kg,Retail,"500 1,200 1,000 800 600 450 400 700 470 1,000 1,000 1,000 1,000",700 773
"",,Wholesale,350 800 800 700 500 400 360 500 400 700 500 800,500 700 572
