"",,,CENTRAL,,,EASTERN,,NORTHERN,,WESTERN,,Organic
"",,Kalerwe Kiboga,Masaka NakaseroNakawa Owino,Busia,Iganga,Jinja Mbale,Soroti,Arua Lira,Fort PortHoima,Kabale Kasese,Kisoro,Mbarara prices
Beef,Average of retail,7000 6000,6500 7000 7000 7000,7000,7000,8000 6000,,7000 7000,6000 7500,6000 6000,7000,6000
"",Average of wholesale,5800 5000,5500 6000 6800 6000,7000,6500,7000 6000,,7000 6000,6000 6300,5900 5500,6000,6000
Goat Meat,Average of retail,8000 7000,7500 8000 8000 8000,7000,8000,7500 7000,,8000 7500,7000 9000,7000 8000,8000,8000
"",Average of wholesale,7000 4800,6500 7000 6500 7000,7000,7000,6500 7000,,8000 6000,7000 6700,6800 7500,7000,8000
Milk,Average of retail,1200 800,1100 1200 1200 1000,1200,1200,1000 1200,1500,1000 1000,900 1000,800 1600,800,900
"",Average of wholesale,1000 600,600 800 1000 900,800,1000,900 1000,1400,950,500 800,700 1400,700,900
Pork,Average of retail,6000,6000 7000,6000,,5000 6000,5000,6000,6000 6000,8000 6000,7000,10000
"",Average of wholesale,5500,5000 6000,5000,,4000 5000,4900,,5000 5000,7500 6000,6500,10000
Processed Honey,Average of retail,10000,15000 8000,10000,8300,5000,7000,5700,20000,10000 5000,8000,15000
"",Average of wholesale,8000,12000 6000,9500,7500,4000,6800,5000,18000,8500 4500,7000,13000
Unprocessed Honey,Average of retail,8000,,,5500,4000,6000,,,7000 4500,3500,10000
"",Average of wholesale,7000,,,4700,3000,5500,,,6500 3500,3100,9000 4000
Kayiso Rice,Average of retail,2700 3000,2400 3000 2700 2600,2600,2700,2700 2700,2800,,3000 2800,1000,3500,3200
"",Average of wholesale,2500 2700,2600 2600 2400 2400,2400,2300,2600 2480,2600,,2700 2650,950,3000,3200
Maize Flour,Average of retail,2000 2000,2300 2500 2000 1800,2400,2200,1400 1300,1800,2500 1600,2000 2600,2500 1200,1900,2500
"",Average of wholesale,1600 1600,1850 2000 1800 1600,2200,1800,1200 1100,1600,2200 1420,1700 2200,2400 1000,1700,2300
Maize Grain,Average of retail,800 800,500 1000 750,1000,1100,700 700,900,2000 800,1500 1100,1500,1000,1700
"",Average of wholesale,600 700,450 800 670,680,950,650 650,800,700,1300 900,1000,900,1650
Millet Flour,Average of retail,2200 1700,2500 2500 2000 2000,,1600,1600 2000,1800,2000 1800,3000 3300,1800 1400,1700,2400
"",Average of wholesale,2000 1500,2000 2000 1600 1800,,1350,1450 1800,1600,1500 1500,2500 3000,1600 1300,1600,2000
Millet Grain,Average of retail,1800 1300,1400 1200 1200,1000,1200,1200 1200,1000,1300 1100,1500 1000,1200 650,1600,1700
"",Average of wholesale,1600 1200,1300 1000 1150,800,1100,1100 1000,900,1100 1000,1200 800,1100 600,1500,1600
Simsim,Average of retail,4000 2800,3500 5000 3500 3500,2500,4000,3000 3500,300,2800 2800,4000 3000,,,5500
"",Average of wholesale,3500 2400,3200 4000 3000 2850,2200,3600,2800 3000,2800,2550,3000 2500,,,5000
Sorghum Flour,Average of retail,1800,900 1200,,1250,800 1200,1200,1000,1500 3000,1500 2000,1200,2000
"",Average of wholesale,1400,700 1000,,950,700 1000,1000,800,1000 2500,1200 2000,1100,2000
Sorghum Grain,Average of retail,1600 800,800 1000,1000,850,700 1000,900,800 900,1000,800 1500,1000,1700
"",Average of wholesale,1200 700,500 800,950,650,600 900,850,600 800,800,700 1350,900,1650
Super Rice,Average of retail,3000 3000,2200 3000 3000 2700,3000,3000,2800 3000,3000,3400 3000,3000 3000,3000 1300,2900,3000
