"",Average of wholesale,2600 2700,1800 2600 2750 2500,2700,2700,2700 2700,2800,2900 2600,2800 2600,2800 1200,2700,2900
Upland Rice,Average of retail,2700 2500,2800 3000 3500 2500,2500,2600,2700,,3000 2800,2600 2800,2800 2000,2900,2800
"",Average of wholesale,2500 2200,2050 2600 3000 2300,2300,2300,2600,,2500 2500,2400 2650,2700 1950,2700,2600
Nile Perch,Average of retail,9000 7500,12000 11000 9000 10000,6000,7500,8000,7000,6500 5500,6000,7000,,12000
"",Average of wholesale,8000 5500,6500 8000 7500 7000,5800,6500,7000,6500,5000,4500,7000,,10000
Tilapia,Average of retail,4000 6000,15000 13000 5000,,9000,8500 10000,5500,10000 10000,5000 6500,7000,8000,15000
"",Average of wholesale,3000 4700,6500 10000 4500,,7700,7500 8000,5000,9000,3500 4500,6500,7000,13000
Apple Bananas,Average of retail,2500 500,1500 2500 1500 1300,3000,2000,300 1200,1300,1500 4700,800 2000,2000,700,2500
"",Average of wholesale,2000 450,800 1500 1200 1200,2000,1700,280 1000,1100,1200 4300,600 1500,2000,600,2000
Cavendish (Bogoya),Average of retail,5000 400,1200 3000 1500 1700,2800,3500,850 2000,1300,1400 4600,2500 1300,3500 5000,850,4500
"",Average of wholesale,3000 300,600 2000 1300 1600,2450,2800,800 1500,1200,1200 4000,2000 700,3000 4000,750,4000
Pineapple,Average of retail,1000 1700,1500 1000 1000 1000,1700,1400,1800 2000,2500,2500 3500,1500 1300,1000 1000,1100,2200
"",Average of wholesale,800 1300,1000 700 700 700,1600,1000,1600 1500,2100,3000,1000 1000,800 900,1000,2000 2500
Groundnuts,Average of retail,3000 3000,2100 4500 4000 3000,3000,3200,2600 3000,2800,4000 3000,3500 3000,4000 3000,3000,4000
"",Average of wholesale,2500 2800,1800 3500 3500 2300,2900,2900,2300 2300,2550,3700 2500,3000 2500,3800 2900,2800,3900
Sunflower,Average of retail,,1200,,,,1100,1400,,,,4000
"",Average of wholesale,,1000,,,,950,1300,,,,3500
Matooke,Average of retail,12000 10000,20000 20000 10000 14000,30000,25000,18000 13000,18000,15000 20000,10000 16000,10000 7000,10000,11000
"",Average of wholesale,8500 8000,12000 12000 8000 12000,27000,22000,17000 10000,16500,13000 18000,8000 12000,8000 6000,8000,10000
Matooke (kg),Average of retail,1000 470,375 1000 450 350,1500,800,360 1000,1300,450 900,1800 1500,2000,250,1500
"",Average of wholesale,600 400,150 500 390 300,1300,700,340 1000,1150,350 850,1500 1000,2000,200,1300
"",,,CENTRAL,,,EASTERN,,NORTHERN,,WESTERN,,Organic
"",,Kalerwe Kiboga,Masaka NakaseroNakawa Owino,Busia,Iganga,Jinja Mbale,Soroti,Arua Lira,Fort PortHoima,Kabale Kasese,Kisoro,Mbarara prices
Exotic Chicken,Average of retail,8500 10000,8500 10000 8000 8000,9500,8000,12000 9000,10000,11000 13000,12000,10000 10000,,8000
"",Average of wholesale,7000,8000,5000,7000,7000,6000,8000,7000,10000,8000,8000,,12000,,9000,9000,9000,,8000,
Exotic Eggs,Average of retail,8000,8000,6300,7500,8000,6500,7500,7000,8000,7000,7000,9000,7500,9000,7500,7000,7200,7500,7500,
"",Average of wholesale,7000,7000,5200,7000,7000,6000,6400,6500,7500,6800,6900,7000,6500,7500,6000,6500,6000,7000,7000,
Local Chicken,Average of retail,20000,12000,16000,20000,14000,15000,17500,18500,19000,10000,12000,20000,18000,,22000,15000,20000,19000,16000,
"",Average of wholesale,15000,9000,12000,12000,13000,13000,14500,14500,17500,8000,10000,18000,17000,,15000,14500,18000,18000,14500,
Local Eggs,Average of retail,15000,12000,9300,16000,14000,13000,15000,9200,1100,,12000,12000,10500,12000,9000,15000,9500,10500,12000,
"",Average of wholesale,10000,9000,8600,15000,12500,11000,9000,7600,9500,,11800,,8000,9000,8000,14500,9000,9000,11000,15000
Turkey,Average of retail,,,50000,45000,50000,35000,10000,44000,,,55000,,,,,,,,,
"",Average of wholesale,,,38000,30000,40000,25000,10000,39000,,,53000,,,,,,,,,
Agwede Beans,Average of retail,,,1200,,1600,1400,,1900,1500,,,,1800,,,2000,,,2200,
"",Average of wholesale,,,1100,,1200,1300,,1500,1400,,,,1700,,,1600,,,2000,2000
Cow Peas,Average of retail,3000,2400,1500,3500,2000,2200,,2500,1400,2500,1700,2200,4500,,3400,,5000,2200,3600,
"",Average of wholesale,2500,2000,1200,3000,1600,2050,,2300,1300,2000,1550,1500,4200,,3000,,4500,2000,3500,
Nambale Beans,Average of retail,2000,1300,1600,2500,2000,1500,1600,2000,,1600,1700,1700,1600,2000,1800,1800,1800,,2000,
"",Average of wholesale,1800,1200,1400,1700,1600,1350,1427,1700,,1500,1550,1300,1500,1700,1600,1500,1800,,2000,
Soya Beans,Average of retail,2500,1600,2100,3500,1600,1700,1800,2000,1600,2000,2000,2500,1500,2500,2200,,3000,2400,2200,
"",Average of wholesale,2000,1300,1800,2900,1400,1400,1700,1650,1500,1500,1700,2000,1300,2000,2000,,2800,2200,2000,
Yellow Beans,Average of retail,2200,1350,1200,3000,2200,1800,2000,2300,1700,2000,1800,1700,1600,2500,2000,,2000,1400,2400,
"",Average of wholesale,2000,1250,1100,2000,1800,1600,1700,2000,1600,1700,1650,1400,1450,2300,1800,,1500,1300,2200,
Cassava Flour,Average of retail,1000,1200,1400,1500,1000,1000,900,1000,700,1000,1000,900,1000,1500,1200,1500,700,1200,1200,
"",Average of wholesale,800,950,850,1000,600,900,750,750,600,900,750,800,800,1200,800,1200,6500,1000,1050,
Dry Fermented Cassava,Average of retail,,,,,,800,,400,140,,600,900,,,,,250,,,
"",Average of wholesale,,,,,,700,,370,130,,550,780,,,,,230,,,
Fresh Cassava,Average of retail,500,450,1000,1000,500,1200,800,1100,200,400,500,800,450,1000,1500,2000,1000,500,2000,
"",Average of wholesale,300,400,600,500,400,1000,700,800,180,350,450,600,450,500,1000,1500,1000,400,1800,
Irish Potatoes,Average of retail,1000,800,2000,1200,800,700,500,900,700,500,800,1200,1500,1500,2500,470,4500,500,2000,
"",Average of wholesale,,600,1000,800,700,600,450,780,600,450,600,1000,1400,1000,1500,450,4000,458,2000,
Orange Fleshed S.Potato Average of retail,,5000,,1200,,,1200,,,,,,,850,,2000,,1000,266,2000,
"",Average of wholesale,4000,,600,,,1000,,,,,,,750,,1400,,1000,250,2000,
Sun Dried Cassava,Average of retail,,700,,,500,800,850,450,300,650,700,900,600,,520,,250,,900,
"",Average of wholesale,,500,,,600,700,800,400,280,600,600,780,500,,480,,230,,800,1500
White fleshed s.Potato,Average of retail,1000,700,1000,3000,1000,1000,,1800,340,550,1300,1550,850,1500,2000,2000,1000,250,2000,
"",Average of wholesale,500,600,500,2000,800,800,,1400,320,500,1200,1200,750,1000,1400,1800,1000,233,2000,1500
Coffee (Arabica),Average of retail,,2000,7000,,,,,,2000,7000,,,,,,,6000,4500,,
"",Average of wholesale,,1750,5500,,,,,,1800,6500,,,,,,,5500,4000,,
Coffee (Robusta),Average of retail,,,,,,,,,,,,,,,,,4000,,,
"",Average of wholesale,,,,,,,,,,,,,,,,,3800,,,
Unprocessed Cotton,Average of retail,,,2800,,,,,,2300,,,,,,,,2900,,,
"",Average of wholesale,,,2400,,,,,,2200,,,,,,,,2800,,,
Unprocessed Tea,Average of retail,,,,6000,,400,,,42000,,,,,,,,,,,
"",Average of wholesale,,,,4000,,,,,40000,,,,,,,,,,,
Unprocessed Vanilla,Average of retail,,,,,,3500,,,,,,,,,,,,,,
"",Average of wholesale,,,,,,3000,,,,,,,,,,,,,,
