"",,,,,,CENTRAL,,,,,EASTERN,,,NORTHERN,,WESTERN,,,Organic
Commodity,Unit,,KAL,KIB,LUW,MSK NAK,NKS,OWI,IGA,JJA,KAP MBA,SOR,ARU,GUL LRA,KAS,KLE KSR,MBR,Avg,Prices
Animal Products,,,,,,,,,,,,,,,,,,,
Beef,Kg,Retail,5000,4500,4500,5000 5000,5000,5000,4500,6000,5000 4400,4000,5000,5000 5000,4200,4000 4000,4000,4689.5,
"",,Wholesale,4500,4500,4500,4500 3800,4500,4500,4000,5000,4000 4300,3700,5000,4500 5000,4000,3500 3500,3800,4268.4,
Goat Meat,Kg,Retail,6000,6000,5000,5500 6000,6000,6000,5000,6000,5000,5000,5500,6000 5000,6200,5000 6000,,5600,
"",,Wholesale,5000,5000,5000,4500 4800,5500,4500,4500,5000,4500,4800,5500,5700 5000,6000,4800 4000,,4947.1,
"Honey, Processed",ltr,Retail,,7000,3500,5500 8000,8000,,8600,6000,,6400,3500,,,9000 10000,5500,6750,
"",,,,,,,,,,,,,,,,,,,8000
"",,Wholesale,,6000,3000,4000 7000,7500,,7000,5000,,6100,3200,,,7500 8000,5000,5775,
"Honey, Unprocessed",ltr,Retail,,3500,,6500,5000,,5200,4000,3000,3700,2000,,,7000 8000,7700,5054.5,
"",,Wholesale,,3100,,6000,4500,,4000,3000,2900,3400,,,,6000 7000,5300,4520,
Milk,Ltrs,Retail,1200,1000,800,1000 1000,900,800,1000,800,550 900,800,1000,1200 1000,800,600 1000,400,881.58,
"",,Wholesale,700,900,750,500 900,800,700,900,700,400 800,700,1000,1000 800,750,500 800,400,736.84,
Pork,Kg,Retail,5000,5000,4000,4500 5000,,5000,,6000,4000 4400,4000,5000,5000 5000,,6000,,4850,
"",,Wholesale,4500,4500,4000,3500 3500,,4200,,5000,3600 3400,3800,5000,4500 3500,,5000,6000,4266.7,
Cereals,,,,,,,,,,,,,,,,,,,
Maize Flour,Kg,Retail,1500,1000,1200,900 1200,1400,1000,1000,800,1200 800,1400,1500,1500 1800,1400,1000 1500,1100,1221.1,
"",,Wholesale,1400,900,1000,800 800,1200,800,840,700,1000 700,1000,1200,1300 1000,1300,900 1250,1000,1004.7,
Maize Grain,Kg,Retail,1100,450,300,250 500,800,330,300,220,500 350,400,800,450 500,700,500 260,700,495.26,
"",,Wholesale,1000,400,250,200 400,700,290,240,200,400 300,350,600,400 450,650,350 240,600,422.11,
Millet Flour,Kg,Retail,1200,1200,1600,1500 2000,2200,1800,1250,1500,1800 1800,1600,2000,2000 2000,1500,1500 1700,1300,1655.3,
"",,Wholesale,900,1000,1500,1300 1600,1900,1500,1070,1400,1700 1600,1450,1500,1800 1800,1400,1300 1500,1000,1432.6,
Millet Grain,Kg,Retail,1200,1000,1200,1500 1200,1900,1100,960,1000,1200 1150,1100,1000,1100 1000,1100,1200 1300,1700,1205.8,
"",,Wholesale,800,900,1000,1300 1000,1700,1000,900,950,1100 1000,1000,900,800 950,1000,1000 1200,1450,1050,
Rice (Kayiso),Kg,Retail,2000,2800,2200,2200 2000,2000,1700,1500,1600,2200 1800,1800,2000,1800 1800,,2500,2500,2023.5,
"",,Wholesale,1800,2500,2000,1800 1800,1800,1550,1400,1550,2100 1600,1600,1700,1700 1700,,2300,2500,1847.1,
Rice (Super),Kg,Retail,2500,2300,2300,2100 2600,2500,2200,1950,2200,2300 1600,2200,2500,2600 2000,2400,2000 2700,2450,2284.2,
"",,Wholesale,2200,2200,2200,1800 2200,2300,2000,1850,2000,2200 1470,1900,1700,2500 1800,2300,1800 2400,2400,2064.2,
Rice (Upland),Kg,Retail,1600,2200,2300,2200 2000,2500,1800,1700,1800,2000,,2000,1900 2300,,2300,2500,2073.3,
"",,Wholesale,1500,2000,2200,1700 1800,2300,1600,1450,1700,1800,,1500,1800 2200,,2100,2300,1863.3,
Simsim,Kg,Retail,3000,,3000,2900 3000,5000,2500,2500,3000,2500 2800,2500,2500,2400 2300,2000,3000,4000,2876.5,
"",,Wholesale,2800,,2600,2700 2500,4500,2200,2200,2800,2400 2600,2000,2400,2200 2200,1800,2500,3800,2600,
Sorghum Flour,Kg,Retail,1000,900,1600,1000,1800,900,970,900,1000 800,1000,1200,1700 1800,1600,1300,1000,1204.1,
"",,Wholesale,700,800,1500,700,1700,700,730,800,900 700,700,1000,1500 1600,1500,1100,750,1022.4,
Sorghum Grain,Kg,Retail,700,800,1300,800,1700,400,700,800,,300,800,400 350,1100,800,850,786.67,
