"",Apple Bananas,Kg,Retail,1000,550,800,500,550,800,700,225,500,500,700,700,1000,1000,650,850,400,600,668
"",,,Wholesale,750,400,600,300,500,500,600,200,400,450,600,500,1000,700,600,700,300,400,528
"",Beef,Kg,Retail,5000,4000,4500,5000,5000,5000,4500,7000,,5000,5000,6000,4500,4000,4000,4400,5000,4000,4818
"",,,Wholesale,4500,3400,4500,4500,4500,3800,4000,6000,,4800,5000,5800,4000,,3500,4200,4500,3500,4406
"","Cassava, Dry Fermented",Kg,Retail,,,,,,,500,260,,450,700,,400,,,550,,,477
"",,,Wholesale,,,,,,,400,230,,400,650,,400,,,500,,,430
"","Cassava, Flour",Kg,Retail,800,800,700,650,1000,800,750,1000,,700,800,650,1000,650,900,700,1000,700,80
"",,,Wholesale,700,600,500,400,800,620,620,800,,650,750,550,800,600,750,680,800,500,654
"","Cassava, Fresh",Kg,Retail,500,,1000,700,,450,700,250,,400,600,900,1000,500,600,1000,400,600,640
"",,,Wholesale,340,,650,500,,400,600,220,,350,500,750,600,220,500,800,300,400,475
"","Cassava, Sun dried",Kg,Retail,,400,500,,,800,500,,,450,700,800,700,500,,,,700,60
"",,,Wholesale,,300,450,,,620,400,,,400,650,700,500,450,,,,500,497
"",Cavendish (Bogoya),Kg,Retail,1300,450,1200,1000,650,800,1200,520,800,500,700,,1200,1000,1200,1400,400,1800,948
"",,,Wholesale,1100,300,1000,700,600,600,1000,470,500,450,600,,1000,500,900,1200,300,1300,736
"","Chicken, Exotic",bird,Retail,8000,8000,7000,9000,7000,7000,6500,8000,,10000,,8500,6000,8000,11000,6400,,6500,7793
"",,,Wholesale,7500,6000,6500,7000,6000,6000,5500,7000,,9000,,8000,5000,7000,9000,6000,,5500,6733
"","Chicken, Local",bird,Retail,14000,10000,13500,13000,11000,,14000,12000,8000,10000,13000,14500,9000,13000,13000,18000,15000,8500,12324
"",,,Wholesale,12000,8500,12000,10000,9500,11500,11000,10000,6000,9500,12500,13500,7000,10000,10000,14000,13000,7000,10389
"",Coffee (Unprocessed),Kg,Retail,,1100,1100,,,,1700,1200,,,,,,,,2500,2000,,160
"",,,Wholesale,,1000,1000,,,,1500,1100,,,,,,,,2400,1600,,1433
"",Cotton (Unprocessed),Kg,Retail,,,,,,,,800,,,,,400,,,,,,60
"",,,Wholesale,,,,,,,,700,,,,,400,,,,,,55
"",Cow Peas,Kg,Retail,2000,2300,1500,1600,2500,1400,1800,2100,,1200,1600,1400,1600,,1500,2200,1400,900,1688
"",,,Wholesale,1800,2000,1400,1400,2000,1200,1650,1900,,950,1500,1350,1400,,1400,2100,1300,700,150
"","Dried Beans, Agwede",Kg,Retail,,,1300,1400,,1200,1400,1100,,1200,1600,900,500,,,,,,1178
"",,,Wholesale,,,1200,1200,,1000,1250,1000,,1100,,800,500,,,,,,100
"","Dried Beans, Nambale",Kg,Retail,1400,1000,1500,1200,2000,1500,1300,1500,1200,1400,1300,1450,1000,1000,1300,1200,,700,1291
"",,,Wholesale,1300,800,1400,1000,1700,1200,1100,1400,1000,1300,1200,1300,800,800,900,1000,,500,110
"","Dried Beans, Others",Kg,Retail,1600,1300,1300,1200,2000,1500,1300,1200,1200,1200,1400,1300,1200,1000,1000,1400,1100,900,1283
"",,,Wholesale,1400,1100,1300,1000,1700,1100,1200,1100,1000,1100,1300,1200,1000,800,850,1200,900,700,1108
"","Dried Beans, Yellow",Kg,Retail,1600,1300,1500,1200,2000,1600,1400,1600,,1550,1500,1350,1400,1200,1300,1000,900,900,1371
"",,,Wholesale,1400,1100,1400,1000,1700,1300,1250,1500,,1450,1400,1200,1200,900,900,900,800,800,1188
"","Eggs, Exotic",tray,Retail,5300,6000,5000,6000,6000,,6400,5000,9000,5700,7500,6000,6000,6000,5500,5500,6000,5500,602
"",,,Wholesale,5000,5500,4800,4500,5500,,5400,4800,7000,5500,6000,5800,6000,5500,4500,5000,5500,4500,5341
"","Eggs, Local",tray,Retail,11000,8000,5500,7500,15000,,8000,6500,,7000,7500,,6000,7500,9000,7200,9000,9000,8247
"",,,Wholesale,9000,7000,5200,6000,12000,,6500,6000,,6800,,,6000,7000,7500,7000,7500,8500,7286
"","Fish, Nile Perch",Kg,Retail,5500,5000,3500,,,7000,5500,7000,,4000,5000,4300,4500,,7500,,,5000,5317
"",,,Wholesale,5000,4500,3200,,,5000,4500,6000,,3500,5000,4200,4000,,6500,,,4500,4658
"","Fish, Tilapia",whole,Retail,4000,4200,3800,4500,6000,4000,6000,10000,2000,5000,5000,4300,7000,6000,7000,4500,5000,5000,5183
"",,,Wholesale,3500,3700,3600,3500,5000,3500,5000,8500,1800,4800,4500,4000,6000,,6500,4000,3000,4500,4435
"",Goat Meat,Kg,Retail,6000,4500,5000,5500,6000,6000,5000,6000,5000,5000,5500,6000,4500,5000,5000,5800,6000,5500,5406
"",,,Wholesale,5000,3500,5000,4500,5500,4800,4500,5000,4800,4800,5500,5800,4000,,4500,5400,5000,5000,4859
"","Groundnuts, Unpounded",Kg,Retail,2500,2400,2800,2000,3000,2500,2500,2400,2400,2000,2500,2400,2000,2200,2400,2300,2500,2500,240
"",,,Wholesale,2300,2100,2500,1900,2500,2150,2300,2200,2300,1900,2200,2000,1800,1900,2250,2200,2300,2400,2178
"","Honey, Processed",Kg,Retail,7500,10000,3500,8000,8500,8000,7000,6000,,6400,3500,4500,4000,,4000,,2500,,5957
"",,,Wholesale,7000,8000,3500,6000,7500,7000,6000,5000,,6000,3200,4200,3500,,3400,,2300,,5186
"","Honey, Unprocessed",Kg,Retail,6500,7500,2600,,5000,7000,3000,4000,,2900,2500,4000,4000,3000,7000,,3500,,4464
"",,,Wholesale,6000,6500,2200,,4500,6000,2800,3500,,2700,2100,3500,4000,2000,6500,,3100,,3957
"",Irish Potatoes,Kg,Retail,480,1000,1150,600,700,500,700,700,,850,900,1000,800,700,450,800,400,900,743
"",,,Wholesale,390,700,850,450,650,400,550,600,,800,800,900,800,550,400,700,375,500,613
"",Commodity,,,Kalerw,Kiboga,Luwero,Masaka,Nakaser,Nakawa,Iganga,Jinja,Kapch',Soroti,Arua,Gulu,Lira,Hoima,Kabale,Kasese,Kisoro,Mbarara,Avg
"",Maize Flour,Kg,Retail,1400,1500,1200,1300,1550,1300,1300,1200,1200,1200,1400,1300,1500,1400,1300,1200,1000,1100,1297
"",,,Wholesale,1200,1250,1100,1150,1400,1100,1100,1100,1000,1100,1300,1200,1200,1200,1150,1100,800,1000,1136
"",Maize Grain,Kg,Retail,1000,500,1000,1000,1500,800,600,630,700,650,800,580,1000,650,1000,1000,500,1200,839
"",,,Wholesale,900,460,800,700,1300,700,550,610,650,600,720,540,800,600,620,900,450,1000,717
"",Matooke,Kg,Retail,400,500,1000,200,550,410,450,280,400,450,400,,1200,500,450,550,200,800,514
"",,,Wholesale,350,400,600,175,500,360,400,240,300,400,350,,1000,,400,500,150,600,420
"",Matooke (Bunch),Bunch,Retail,10000,9000,7000,8000,11000,9000,15000,14000,8000,10500,8000,15300,9000,7000,13000,8500,9000,5500,9822
"",,,Wholesale,8000,5400,6500,7000,10000,8000,12500,12000,6000,9500,7800,14800,6000,5500,9500,8000,8000,4500,8278
"",Milk,Ltrs,Retail,800,800,500,700,800,700,900,800,500,800,1000,1000,,700,500,750,700,500,732
"",,,Wholesale,700,600,500,400,700,600,700,700,400,700,1000,800,,600,400,700,500,400,612
"",Millet Flour,Kg,Retail,1200,1600,1150,1500,2000,1900,1400,1500,,1400,1600,1100,1500,2000,1500,1400,1500,800,1474
"",,,Wholesale,900,1400,850,1300,1800,1500,1100,1300,,1350,1500,900,1400,,1200,1350,1200,700,1234
"",Millet Grain,Kg,Retail,1200,1200,900,1400,,1100,1000,1000,1050,900,1200,1300,700,900,1200,1300,1100,850,1076
"",,,Wholesale,900,800,650,1200,,1000,850,900,1000,850,1000,1200,600,800,950,1200,1000,750,921
"",Pineapple,whole,Retail,1300,2200,,1000,2500,1500,2200,2200,1200,1600,2500,1800,2000,2000,500,1400,800,800,1618
"",,,Wholesale,1000,1200,,800,2000,1300,1800,2000,1000,1400,2200,1600,1500,1200,350,1300,500,500,1274
"",Pork,Kg,Retail,5000,4000,4200,4000,,5000,,6000,,4000,,4500,4500,5000,4800,5000,5000,7500,4893
"",,,Wholesale,4500,2800,3800,3500,,3500,,5000,,3800,,4300,4000,,3800,4800,4500,7000,4254
"",Rice (Kayiso),Kg,Retail,1900,2250,1600,2400,,2000,1950,2200,,2100,2400,1650,2200,,2500,,2800,2300,2161
"",,,Wholesale,1800,2100,1400,2000,,1800,1800,2000,,1900,2300,1610,2000,,2200,,2500,2000,1958
"",Rice (Super),Kg,Retail,2400,2500,2500,2000,2500,2500,2400,2500,,2200,2400,2300,2500,2200,2500,2200,2200,2000,2341
"",,,Wholesale,2300,2350,2300,1800,2200,2300,2100,2200,,2100,2300,2200,2200,,2200,2100,2000,1550,2138
"",Rice (Upland),Kg,Retail,1800,2200,2500,2000,2500,2000,1800,2000,,,2000,1600,2000,2000,2000,1540,2000,1800,1984
"",,,Wholesale,1700,2000,2000,1800,2200,1800,1650,1800,,,2000,1560,2000,1800,1850,1530,1800,1500,1812
"",Simsim,Kg,Retail,3000,3000,2700,,,3000,2200,800,,2500,2200,2300,2600,,4000,2100,,2300,2515
"",,,Wholesale,2800,2500,2500,,,2500,2000,700,,2400,1700,2000,2400,,3200,2000,,2000,2208
"",Sorghum Flour,Kg,Retail,1000,,1600,,,1000,1000,700,700,700,1500,800,400,,1200,1400,900,1000,99
"",,,Wholesale,700,,1400,,,700,800,650,500,650,1400,750,350,,950,1300,800,800,839
"",Sorghum Grain,Kg,Retail,700,700,1500,,1800,800,700,800,,500,1100,850,400,,1100,1100,850,700,907
"",,,Wholesale,500,500,1300,,1700,500,600,700,,400,1000,750,370,,,1100,750,500,762
"",Soya Beans,Kg,Retail,2500,1500,,1400,1600,1500,1200,1800,1500,1500,1500,,800,900,1400,1200,1000,2400,1481
"",,,Wholesale,2300,1200,,1300,1400,1000,1000,1700,1350,1350,1000,,600,800,900,1000,800,2200,1244
"",Sunflower,Kg,Retail,,1600,,,,,,,,,,,400,,,,,,100
"",,,Wholesale,,1300,,,,,,,,,,,350,,,,,,825
"",Sweet Potatoes,Kg,Retail,420,600,1150,700,300,350,1000,270,,400,500,800,,700,250,1000,200,,576
"",,,Wholesale,340,400,800,500,250,300,800,240,,350,450,750,,350,150,800,150,,442
"",Tea (Unprocessed),Kg,Retail,,,,,5000,,,,,,,,,,,,,,500
"",,,Wholesale,,,,,4500,,,,,,,,,,,,,,450
"",Turkey,bird,Retail,,27000,30000,,25000,40000,28000,30000,,30000,,,32000,,,,,35000,30778
"",,,Wholesale,,24000,25000,,22000,35000,25000,27000,,28000,,,30000,,,,,,2700
"",Vanilla (Unprocessed),Kg,Retail,,3000,,,,,,,,,,,,,,,,3500,325
