"",,,CENTRAL,,,,EASTERN,,,,NORTHERN,,WESTERN,,,,,Organic
Commodity,Unit,,KAL OWI,MSK,NKS,LUW,MBA KAP,IGA,SOR,JJA,GUL ARU,LRA,KAS KSR,MBR,KLE,HOI,Avg,Prices
Animal Products,,,,,,,,,,,,,,,,,,
Beef,Kg,Retail,5000 5000,5000,5000,4500,4400 5000,4500,4000,6000,5000 5000,5000,4200 4000,4000,4000,4000,4644,
"",,Wholesale,4500 4500,4500,4500,4500,4300 4000,4000,3800,5000,4500 5000,5000,4000 3500,3800,3500,,4288,
Goat Meat,Kg,Retail,6000 6000,5500,6000,5000,5000,5000,5000,6000,6000 5500,5000,6200,,5000,9000,5747,
"",,Wholesale,5000 4500,4500,5500,5000,4500,4500,4800,5000,5700 5500,5000,6000,,4800,6500,5120,
"Honey, Processed",ltr,Retail,,5500,8000,3500,,8600,6400,6000,3500,,10000,5500,9000,,6600,
"",,,,,,,,,,,,,,,,,,8000
"",,Wholesale,,4000,7500,3000,,7000,6100,5000,300,,8000,5000,7500,,5340,
"Honey, Unprocessed",ltr,Retail,,,5000,,,5200,3700,4000,2000,,8000,7700,7000,,5325,
"",,Wholesale,,,4500,,,4000,3400,3000,,,7000,5300,6000,,4743,
Milk,Ltrs,Retail,1200 800,1000,800,800,900 550,1000,800,800,1200 1000,1000,800 1000,400,500,800,853,
"",,Wholesale,700 700,500,700,750,800 400,900,750,700,1000 1000,800,750 800,400,450,650,708,
Pork,Kg,Retail,5000 5000,4500,,4000,4400 4000,,4000,6000,5000,5000,,,6000,,4809,
"",,Wholesale,4500 4500,3500,,4000,3400 3600,,3800,5000,4500,3500,,6000,5000,,4275,
Cereals,,,,,,,,,,,,,,,,,,
Maize Flour,Kg,Retail,1500 1000,900,1500,1200,800 1200,1000,1400,700,1400 1500,1800,1400 1500,1100,1000,1200,1228,
"",,Wholesale,1400 800,800,1400,1000,700 1000,840,1000,600,1200 1060,1000,1300 1250,1000,900,700,997,
Maize Grain,Kg,Retail,1100 370,250,1200,300,450 500,300,400,300,400 800,600,700 260,950,500,300,538,
"",,Wholesale,1000 230,200,1000,250,320 400,240,350,270,300 600,500,650 240,900,350,270,448,
Millet Flour,Kg,Retail,1200 1800,1500,2500,1600,1800 1800,1250,,1500,2200 2000,2000,1500 1700,1300,2000,2000,1744,
"",,Wholesale,900 1600,1300,2200,1500,1600 1700,1070,,1450,1800 1500,1800,1400 1500,1000,1800,,1508,
Millet Grain,Kg,Retail,1200 1000,1500,1900,1200,1200 1200,1050,,1100,1000 1000,1000,1100 1300,1700,1200,1200,1226,
"",,Wholesale,900 900,1300,1700,1000,1150 1100,930,,950,800 820,900,1000 1200,1450,1000,,1069,
Rice (Kayiso),Kg,Retail,2000 1700,2200,,2200,1800 2200,1500,1800,1500,1800 2000,2000,2500,2500,,,1979,
"",,Wholesale,1800 1550,1800,,2000,1600 2100,1400,1600,1400,1700 1460,1800,2300,2500,,,1786,
Rice (Super),Kg,Retail,2500 2200,2100,2500,2300,2500 2300,1950,2100,1800,2600 2500,2300,2400 2700,2450,2000,2400,2311,
"",,Wholesale,2200 2000,1800,2300,2200,2400 2200,1850,1900,1700,2400 1660,2000,2300 2400,2400,1800,,2089,
Rice (Upland),Kg,Retail,1600 1900,2200,2500,2300,2000,1700,,1600,1850 2000,2000,2300,,,1600,1965,
"",,Wholesale,1500 1700,1700,2300,2200,1800,1450,,1500,1550 1500,1800,2100,,,1400,1731,
Simsim,Kg,Retail,3000 2500,2900,4000,3000,2800 2500,2500,2500,2600,2300 2800,2300,2000 3000,4000,,,2794,
"",,Wholesale,2800 2200,2700,3500,2600,2600 2400,2200,2000,2500,2000 2500,2200,1800 2500,3800,,,2519,
Sorghum Flour,Kg,Retail,1000 900,,1800,1600,800 1000,970,1000,900,1600 1200,1800,1600,1000,1300,,1231,
"",,Wholesale,700 700,,1700,1500,700 900,730,700,800,1400 1000,1600,1500,750,800,,1032,
Sorghum Grain,Kg,Retail,700 450,,1700,1300,,700,300,800,300 800,400,1100 800,850,900,,793,
"",,Wholesale,500 380,,1500,1200,,540,250,750,200 600,300,1000 700,750,700,,669,
Fish,,,,,,,,,,,,,,,,,,
"Fish, Nile Perch",Kg,Retail,6500 8000,4500,,7000,4800,5000,5000,9000,3500 6500,8000,,,8000,,6317,
"",,Wholesale,5500 7000,3500,,7000,4500,4000,4500,8500,3000,7000,,,7000,,5591,
"Fish, Tilapia",whole,Retail,4000 6000,3500,6000,3500,4000 1200,6000,8000,7500,4500,8000,4200,,7000,8000,5427,
"",,Wholesale,3500 5000,2500,5000,3000,3800 1100,5000,6000,6500,4000,7000,4000,,5000,,4386,
Fruits,,,,,,,,,,,,,,,,,,
Apple Bananas,Kg,Retail,100 1200,1200,800,700,1000 500,1300,550,240,1500 800,,1000,1050,1000,2000,934,
"",,,,,,,,,,,,,,,,,,1500
"",,Wholesale,800 1100,900,700,600,800 400,800,500,200,1300 650,,900,1000,900,,770,
Cavendish (Bogoya),Kg,Retail,1400 1600,1100,1200,1100,1500 1000,2200,600,670,2000 800,2000,1500 500,1000,2500,2000,1371,
"",,Wholesale,1250 1500,800,1000,1000,1000 800,1600,450,600,1800 600,1900,1400 300,850,2000,,1109,
Matooke,Kg,Retail,310 300,375,550,2000,1500 200,380,650,200,1300 400,1000,850,950,,500,717,
