"",,Wholesale,270 280,325,500,1800,1000 150,300,500,160,1000 350,800,750,900,,,606,
Matooke (Bunch),Bunch,Retail,10000 12000,15000,12000,13000,12000 4000,14500,25000,1000,16500 11000,13000,17500 12000,7500,15000,8000,12167,
"",,Wholesale,8000 9000,12000,1000,10000,10000 3000,12000,21000,8000,14500 9000,5000,16000 9000,5500,10000,,9588,
Pineapple,whole,Retail,1500 1200,800,2000,1200,1000,1400,2700,,1000 2200,,1700 1600,900,1000,,1443,
"",,,,,,,,,,,,,,,,,,2500
"",,Wholesale,1000 800,450,1500,800,800,1000,1900,,800,,1600 1300,700,700,,1027,
"",,,,,,,,,,,,,,,,,,,,,,,,Organic
Commodity,Unit,,KAL,OWI,MSK,NKS,LUW,MBA,KAP,IGA,SOR,JJA,GUL,,ARU,LRA,KAS,,KSR,MBR,KLE,HOI,Avg,Prices
Oil Seeds,,,,,,,,,,,,,,,,,,,,,,,,
"Groundnuts, Unpounded",Kg,Retail,3000,3000,2300,3500,3300,2600,3000,2900,2500,2700,,2000,2800,2300,2600,,2600,2800,2600,2800,2739,
"",,Wholesale,2800,2750,2100,2800,3000,2500,2700,2680,2200,2600,,2000,2500,2000,2500,,2300,2500,2400,2700,2502,
Soya Beans,Kg,Retail,2000,1200,2900,2000,1800,1800,1800,1500,1400,1600,,,1500,1000,,,1600,2800,2400,1000,1769,
"",,Wholesale,1800,1100,1700,1700,1500,1500,1700,1250,900,1500,,,,900,,,1300,1900,2250,800,1453,
Sunflower,Kg,Retail,,400,,,,,,,450,,,,,,,,,,,,425,
"",,Wholesale,,350,,,,,,,400,,,,,,,,,,,,375,
Poultry Products,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, Exotic",bird,Retail,7500,7000,7500,7500,7500,6500,,6000,10000,7000,,8500,,4500,8200,,,13000,6000,8000,7647,
"",,Wholesale,6500,5500,6000,6500,6000,5000,,5000,8000,6500,,6500,,4000,7500,,,10000,5000,6500,6300,
"",,,,,,,,,,,,,,,,,,,,,,,,15000
"Chicken, Local",bird,Retail,11000,15000,13000,15000,13000,8500,6000,12000,11000,14000,,13000,12500,8000,17500,,11000,16000,10000,14000,12250,
"",,Wholesale,10000,13000,11000,13500,11000,7000,4000,9000,8000,13000,,10000,11000,6500,16500,,9000,15000,8000,12000,10417,
"Eggs, Exotic",tray,Retail,5000,5000,5600,5500,4800,5500,6000,5500,5800,5000,,7200,7500,6000,6000,,6500,7300,6000,6000,5900,
"",,Wholesale,4500,4500,4400,5000,4500,5300,5500,5000,5600,4800,,5700,5800,5500,5800,,5500,6700,5000,5000,5228,
"Eggs, Local",tray,Retail,8500,13000,9000,13000,6000,9000,,8200,9000,7000,,,7500,6500,6000,,12000,7000,9000,9000,8731,
"",,Wholesale,7500,10000,7500,12000,5500,9500,,6400,8500,6500,,,,6000,5800,,9000,6500,7500,6500,7647,
Turkey,bird,Retail,,40000,,33000,,35000,,32000,35000,50000,,,,,,,30000,,,,36429,
"",,Wholesale,,35000,,3000,,30000,,28000,33000,46000,,,,,,,26000,35000,,,29500,
Pulses,,,,,,,,,,,,,,,,,,,,,,,,
Cow Peas,Kg,Retail,2000,2700,2500,3000,2500,1800,1800,1750,1600,1600,,,2500,1800,2200,,2200,1300,,,2083,
"",,Wholesale,1800,2500,2300,2500,2300,1500,1700,1570,1300,1500,,,,1600,2100,,2000,1100,,,1841,
"Dried Beans, Agwede",Kg,Retail,,1200,1400,,,,,1400,,1000,,,,1400,,,,,,,1280,
"",,Wholesale,,1100,1200,,,,,1270,,900,,,,1200,,,,,,,1134,
"Dried Beans, Nambale",Kg,Retail,1800,1200,1600,2500,1600,1600,1200,1420,1600,1400,,1600,1200,1400,1500,,,1300,1000,1400,1489,
"",,Wholesale,1600,1000,1400,2300,1400,1400,1000,1270,1300,1300,,1400,1100,1200,1400,,,1200,850,1200,1313,
"Dried Beans, Yellow",Kg,Retail,1800,1600,1000,2500,1400,1400,,1470,1600,1600,,1700,1300,1600,1700,,1500,1650,900,1600,1548,
"",,Wholesale,1600,1500,800,2300,1200,1300,,1320,1300,1500,,1500,1100,1300,1600,,1300,1500,800,1400,1372,
Root Crops,,,,,,,,,,,,,,,,,,,,,,,,
"Cassava, Dry Fermented",Kg,Retail,,480,,,,700,,500,550,250,,1500,680,900,780,,,1000,,,734,
"",,Wholesale,,450,,,,600,,400,400,230,,1400,600,750,750,,,800,,,638,
"Cassava, Flour",Kg,Retail,800,650,1200,1200,1000,800,1000,1000,1000,700,,1800,750,800,950,,1150,1000,1000,700,972,
"",,Wholesale,700,570,800,1000,800,600,900,800,700,600,,1600,650,700,900,,800,800,900,500,796,
"Cassava, Fresh",Kg,Retail,330,520,1300,350,1300,140,500,800,400,160,,1000,550,1200,1000,,450,600,1000,500,672,
"",,Wholesale,250,500,800,300,800,120,400,600,370,140,,800,500,1000,700,,350,500,800,400,518,
"Cassava, Sun dried",Kg,Retail,,480,,,,500,,450,550,400,,1200,750,600,750,,450,1100,,320,629,
"",,Wholesale,,450,,,,400,,370,450,350,,1000,600,500,700,,400,1000,,270,541,
"",,,,,,,,,,,,,,,,,,,,,,,,1500
Irish Potatoes,Kg,Retail,550,600,1200,1100,1000,400,250,800,850,700,,1200,1000,1200,750,,1000,1550,400,700,847,
"",,Wholesale,460,550,1100,900,800,350,200,680,700,600,,1000,,1000,700,,800,1450,350,600,720,
"",,,,,,,,,,,,,,,,,,,,,,,,1200
Sweet Potatoes,Kg,Retail,350,520,1000,350,1000,140,300,1000,450,260,,900,200,500,900,,500,750,1000,200,573,
"",,Wholesale,300,480,600,300,800,135,200,800,400,240,,700,150,400,800,,400,650,800,150,461,
Traditional Cash Crops,,,,,,,,,,,,,,,,,,,,,,,,
Coffee (Unprocessed),Kg,Retail,,,1000,,1000,3500,,,,1100,,,,,950,,,,,,1510,
"",,Wholesale,,,800,,800,3300,,,,1000,,,,,900,,,,,,1360,
Cotton (Unprocessed),Kg,Retail,,,,,,,,,,,,,,,2200,,,,,,2200,
"",,Wholesale,,,,,,,,,,,,,,,2100,,,,,,2100,
