"",Northern,,,,,Eastern,,,,,,Northern,,Western,,
Commodity,kalerwe Luwero,Masaka,N'ksero,Nakawa,Owino,Iganga,Jinja,Kapch',Mbale,Soroti,Lira,Arua Gulu,Kabale,Kasese Kisoro,Mb'ra,Avg
Coffee (Unprocessed),Kg,Retail,,1250,,,,1300,1600,1300,,3500,,,,,,2400,1500,,1836
"",,Wholesale,,1100,,,,1200,1400,1200,,2500,,,,,,2300,1600,,1614
Cotton (Unprocessed),Kg,Retail,,,,,,1300,,800,,800,,400,,,,650,,,790
"",,Wholesale,,,,,,1100,,700,,600,,400,,,,600,,,680
Cow Peas,Kg,Retail,1800,1400,1600,2500,1400,2600,1800,2500,,990,1200,1400,1800,,1800,2100,1500,1500,174
"",,Wholesale,1500,1300,1400,2000,1200,2200,1600,2000,,1500,900,1200,1500,,1600,2000,1400,1300,153
"Dried Beans, Agwede",Kg,Retail,1200,1400,1400,,1200,800,,1100,,,1200,600,1200,850,,,,,1095
"",,Wholesale,,1200,1200,,1000,700,,1000,,,1100,500,,750,,,,,931
"Dried Beans, Nambale",Kg,Retail,1400,1500,1100,2000,1500,1100,1200,1500,1200,1300,1400,1000,1300,1500,1400,1200,,900,132
"",,Wholesale,1300,1300,900,1700,1200,1000,1000,1400,1000,1000,1300,800,1200,1300,800,1100,,700,111
"Dried Beans, Others",Kg,Retail,1300,1500,1100,2000,1500,1150,1200,1400,1200,1200,1200,1000,1400,950,1000,1400,,1000,126
"",,Wholesale,1200,1200,900,1700,1150,1100,1100,1350,1000,1000,1100,1000,1300,850,980,1300,,800,111
"Dried Beans, Yellow",Kg,Retail,1500,1500,1100,2000,1600,1300,1300,1500,,1500,1500,1800,1500,1350,1100,1300,800,1000,139
"",,Wholesale,1400,1200,900,1700,1300,1250,1150,1400,,1200,1400,1600,1400,1200,,1200,700,900,124
"Eggs, Exotic",tray,Retail,7500,4800,6000,5800,6000,4800,6200,5000,7000,7500,5700,6000,7500,6000,6500,5200,6000,5500,605
"",,Wholesale,6000,4500,4500,5500,5000,4400,5200,4800,6000,5700,5000,6000,6000,5800,5000,5000,5500,4500,524
"Eggs, Local",tray,Retail,9000,5800,7500,14500,9000,11000,8000,7000,,10500,7000,6000,9000,,9000,7200,7500,9000,856
"",,Wholesale,,5200,6000,9000,7000,9000,6500,6500,,9000,6800,6000,,,7500,7000,6600,8500,718
"Fish, Nile Perch",Kg,Retail,5000,3500,,7000,7000,7000,5500,6000,,2800,4000,8000,5000,4500,,,,7000,556
"",,Wholesale,5000,3200,,6000,5000,5000,4500,5000,,2300,3600,7000,5000,4200,,,,4500,463
"Fish, Tilapia",whole,Retail,4500,3800,4000,6000,4000,5000,5500,9000,2000,6000,5500,8000,4200,4800,7500,3400,6000,7000,534
"",,Wholesale,4000,3400,3000,5000,3500,4300,4500,8500,1800,5000,5000,6500,,4000,,3000,4000,4500,437
Goat Meat,Kg,Retail,5500,,5500,6000,6000,6000,5500,7000,5000,5500,5000,,5500,6000,5000,5200,6000,5500,563
"",,Wholesale,5500,,4500,5500,5000,4700,5000,6500,4800,5000,4800,,5500,5700,4200,5000,5000,5000,510
"Groundnuts, Unpounded",Kg,Retail,2500,,2000,2500,2500,2500,2200,2500,2400,2200,2000,2000,2500,2100,2500,2400,2500,2500,234
"",,Wholesale,1900,,1900,2000,2100,2050,2050,2300,2300,1800,1800,1800,1900,2000,2250,2200,2300,2400,206
"Honey, Processed",Kg,Retail,2700,,,7500,8000,,6500,6000,,9000,6400,4000,3000,,4500,20000,7000,12500,746
"",,Wholesale,2500,,,7000,7000,,5700,5000,,7000,6000,4000,2750,,3500,15000,6000,10000,626
"Honey, Unprocessed",Kg Retail,,2000,,,4500,,,2900,5000,,3000,2500,4500,2000,3800,7000,,3500,,370
"",Wholesale,,,,,4000,,,2600,4000,,2500,2400,4000,,3500,6500,,3100,,3622
Irish Potatoes,Kg Retail,,1300,1000,600,700,500,550,600,700,500,600,850,800,1000,1000,350,1200,391,,744
"",Wholesale,,1000,800,450,650,400,550,520,600,400,550,800,800,900,900,300,1000,375,,647
Maize Flour,Kg Retail,,1500,1200,1100,1300,1300,1100,1200,1300,1200,1000,1200,1400,1500,1200,1300,1200,1000,1100,122
"",Wholesale,,1300,1100,1000,1000,1000,950,1000,1100,1000,900,1100,1200,1300,1100,1150,1100,700,1000,105
Maize Grain,Kg Retail,,800,1000,800,900,700,480,520,540,600,600,600,1500,800,550,1000,900,450,1200,774
"",Wholesale,,700,800,600,800,600,480,460,500,550,550,500,1200,700,520,620,800,300,1000,649
Matooke,Kg Retail,,450,1000,200,500,360,300,400,280,400,450,400,800,400,,320,350,200,800,448
"",Wholesale,,400,700,175,450,320,280,350,260,300,350,350,600,350,,270,300,150,600,365
Matooke (Bunch),Bunch Retail,,7500,6500,8000,9000,8000,9000,13000,14000,8000,12000,10000,8000,8000,14500,8500,6500,8000,5000,908
"",Wholesale,,7000,5400,7000,8500,7000,7000,11000,13000,6000,10000,9000,600,7300,13000,6500,6000,6000,4000,746
Milk,Ltrs Retail,,1000,500,700,800,800,800,800,800,500,950,800,1200,1000,1000,600,750,700,500,789
"",Wholesale,,800,500,400,700,700,700,600,700,400,900,700,1000,800,800,500,700,500,400,656
Millet Flour,Kg Retail,,1600,1000,1900,1700,,2000,1400,1500,,1500,1400,1500,1600,1000,1600,1400,1200,,148
"",Wholesale,,1500,850,1400,1500,,1600,1100,1300,,1200,1300,1500,1500,850,1250,1350,1100,,128
Millet Grain,Kg Retail,,1100,900,1400,1300,1050,1000,1000,1200,1050,1000,900,800,1100,900,1200,900,1100,,105
"",Wholesale,,1000,650,1200,1100,850,920,800,1000,1000,900,850,600,1000,800,950,800,1000,,907
Pineapple,whole Retail,,1700,1000,1000,1000,1000,1000,2000,2000,1200,1000,1500,2500,2000,1700,500,1200,800,1000,133
"",Wholesale,,1500,800,700,1000,700,700,1200,1800,1000,800,1400,2000,1700,1400,350,1000,500,500,105
Pork,Kg Retail,,5000,4000,4000,,5000,4800,,6000,,4000,4000,,5000,4800,4800,5000,5000,6500,485
"",Wholesale,,5000,3800,3500,,3500,4200,,5000,,4000,3800,,5000,4500,3800,4800,4500,6000,438
Rice (Kayiso),Kg Retail,,2000,1800,2400,,2000,2000,1700,2000,1800,2000,2000,2200,2000,1580,2500,,2800,2500,208
"",Wholesale,,1800,1600,2000,,1800,1800,1600,1900,1600,1700,1800,2000,1800,1490,,,2500,2250,184
Rice (Super),Kg Retail,,2200,2500,1800,2500,2400,2300,2000,2500,2000,2300,2200,2200,2200,2100,2200,2200,2000,2200,221
"",Wholesale,,1900,1950,1600,2200,2100,2100,1700,2300,1800,2100,2000,2200,1900,2000,2000,2100,1800,1800,197
Rice (Upland),Kg Retail,,2000,1700,2000,2500,2000,2000,1700,2000,,,,2000,2000,1600,2000,,1800,2000,195
"",Wholesale,,1600,1650,1800,2200,1800,1700,1500,1900,,,,1800,1600,1450,1850,,1700,1700,173
Simsim,Kg Retail,,2000,3000,,5000,2800,2500,2100,1800,700,3000,2400,1800,2000,2000,4000,,,2300,249
"",Wholesale,,1700,2500,,4000,2400,1900,1900,1700,500,2250,2200,1800,1700,1900,3200,,,2000,211
Sorghum Flour,Kg Retail,,1500,1800,,1800,1000,900,900,800,,1000,700,400,1500,850,1400,1400,800,1100,111
"",Wholesale,,1500,1600,,1600,700,700,700,700,,800,600,400,1400,800,950,1300,700,1000,966
Sorghum Grain,Kg Retail,,1000,1500,,1500,1350,450,650,700,,800,450,600,1000,700,1200,,750,900,903
"",Wholesale,,800,1300,,1400,1000,400,550,650,,500,400,400,900,600,,,650,700,732
Soya Beans,Kg Retail,,2000,1600,1400,1600,1500,1100,1300,1600,1500,1300,1400,700,,,1300,1200,1000,2500,143
"",Wholesale,,1500,1400,1300,1400,1000,900,1100,1400,1350,1000,1200,500,,,900,1000,700,2400,119
Sunflower,Kg Retail,,,,,,,400,,,,,400,500,,,,,,,433
"",Wholesale,,,,,,,350,,,,,350,500,,,,,,,400
Sweet Potatoes,Kg Retail,,700,1100,700,400,350,650,700,300,300,650,350,500,650,700,250,1200,150,,568
"",Wholesale,,600,700,500,350,300,550,600,280,200,450,300,500,600,600,150,1000,100,,458
Tea (Unprocessed),Kg Retail,,,,,4500,,400,,,,,,,,,,,,,2450
"",Wholesale,,,,,4000,,350,,,,,,,,,,,,,2175
Turkey,bird Retail,,,30000,,30000,35000,33000,25000,30000,,,29000,32000,,,,,,30000,3044
"",Wholesale,,,25000,,25000,30000,28000,23000,28000,,,27000,30000,,,,,,,2700
Vanilla (Unprocessed),Kg Retail,,,,,,,2700,,,,,,,,,,,,4000,3350
"",Wholesale,,,,,,,2300,,,,,,,,,,,,2000,2150
