"",,,,,,CENTRAL,,,,,,EASTERN,,,,NORTHERN,,,WESTERN,,,
CommodityName,Unit,Pricetype,KAL,KIB,LUW,MSK NAK,NKS,OWI,BUS,IGA,JJA,KAP,MBA,SOR,ARU,GUL LRA,FTP,HOI,KLE KSR,MBR,Avg,Organic prices
Animal Products,,,,,,,,,,,,,,,,,,,,,,
Beef,Kg,Retail,5000,5000,5000,5000 5000,5000,5000,5000,4500,6000,5000,4500,4000,5000,5000 2500,4500,4000,4000 4000,3800,4609.5,
"",,Wholesale,4500,4500,4500,4500 3800,4500,4500,5000,4000,5000,4000,4300,3800,5000,4500 2250,4500,,3500 3600,3500,4187.5,
Goat Meat,Kg,Retail,6000,6000,6000,5500 6000,7500,6000,5000,5000,6000,5000,5000,5000,5500,6000 3000,6000,5000,5000 6000,5500,5523.8,
"",,Wholesale,5000,5000,6000,4500 4800,6500,4500,4800,4500,5000,4500,4500,4700,5500,5500 2750,6000,,4800 4000,5000,4892.5,
"Honey, Processed",Kg,Retail,,7000,4500,5500 8000,8000,,15000,8900,6000,,,6400,4000,8000 4000,12000,,9000 10000,5500,7612.5,
"",,,,,,,,,,,,,,,,,,,,,,4000
"",,Wholesale,,6000,4000,4000 7000,7500,,1400,7300,5000,,,6100,3700,6000 3000,10000,,7500 8000,5000,5718.8,
"Honey, Unprocessed",Kg,Retail,,3500,3500,6500,5000,,,5500,4000,,,4000,2700,7000 3500,,,7000 8000,4200,4953.8,
"",,Wholesale,,3100,3000,6000,4500,,,4700,3000,,,3900,,4500 2250,,,6000 7000,4000,4329.2,
Milk,Ltrs,Retail,1000,1000,700,800 800,800,800,1200,1000,,800 550,900,800,1000,1200 600,1000,,800 600 800,600,845.24,
"",,Wholesale,700,900,600,600 700,700,700,1000,900,,700 400,800,700,,1000 500,500,,600 500 600,500,680,
Pork,Kg,Retail,5000,5000,4500,4500 5000,,5000,4000,,7000,4000,4400,4000,5000,5000 2500,4000,5000,6000 4000,,4661.1,
"",,Wholesale,4500,4500,4000,3500 3500,,4100,3700,,6500,3600,3700,3700,5000,4500 2250,3500,,5000 3500,6500,4197.2,
Cereals,,,,,,,,,,,,,,,,,,,,,,
Maize Flour,Kg,Retail,1200,900,1300,850 1200,1500,800,1000,850,,600 1200,700,1000,1500,1500 750,1200,1000,1000 1200,1100,1064.3,
"",,Wholesale,1000,800,1200,750 800,1400,700,700,720,,550 1000,550,850,1200,1400 700,900,,700 900 1000,1000,896.19,
Maize Grain,Kg,Retail,900,350,350,350 800,1500,350,400,270,,300 450,380,400,700,450 225,1000,,270 750 260,760,534.05,
"",,Wholesale,700,300,330,250 500,1200,295,335,220,,290 380,370,350,500,420 210,800,,250 600 220,630,435.71,
Millet Flour,Kg,Retail,1200,1200,1400,1900 2000,2500,2000,,1400,1600,1800,1800,1600,2000,2000 1000,3500,2000,1500 1700,1450,1777.5,
"",,Wholesale,900,1100,1300,1300 1600,2200,1800,,1200,1500,1700,1600,1400,1500,1800 900,3000,,1300 1500,1350,1523.7,
Millet Grain,Kg,Retail,1200,1100,1000,1500 1200,1800,1050,1200,1000,1100,1200,1200,1100,1000,1300 650,2000,1200,1200 1300,1300,1219,
"",,Wholesale,900,1000,1000,1300 1000,1500,1000,1000,950,1000,1100,1150,1000,900,1200 600,2000,1000,1000 1200,1000,1085.7,
Rice (Kayiso),Kg,Retail,2000,2800,2200,2200 2000,,1800,1600,1600,1600,2200,1600,1800,2200,1900 950,2300,,2500,2300,1975,
"",,Wholesale,1800,2500,2000,1800 1600,,1550,1400,1400,1500,2100,1450,1600,1800,1750 875,2300,,2300,2000,1762.5,
Rice (Super),Kg,Retail,2400,2300,2400,2200 2600,2500,2300,2400,2000,2000,2300,2500,2200,2500,2800 1400,2500,2400,2000 2700,2400,2323.8,
"",,Wholesale,2100,2200,2200,1800 2200,2300,2100,2230,1900,1800,2200,2200,1800,1800,2600 1300,2500,,1800 2400,2100,2076.5,
Rice (Upland),Kg,Retail,1700,2200,2400,2200 2000,2500,1900,,1750,1500,2000,,,2000,2000 1000,2700,1600,2300,2800,2032.4,
"",,Wholesale,1500,2000,2200,1700 1600,2300,1700,,1600,1400,1800,,,1800,1800 900,2700,1400,2100,2500,1823.5,
Simsim,Kg,Retail,3000,,3500,3000 3000,5000,2500,3000,2400,3000,2500,2600,2500,2400,2400 1200,4000,,3000,4000,2944.4,
"",,Wholesale,2800,,3300,2700 2700,4500,2200,2810,2100,2800,2400,2400,2100,1900,2200 1100,3500,,2500,3800,2656.1,
Sorghum Flour,Kg,Retail,1000,900,1800,1000,1800,700,,1100,1000,1000,700,900,1000,1800 900,,,1300,1000,1118.8,
"",,Wholesale,700,800,1500,700,1700,600,,850,,900 900,500,650,700,1600 800,,,1100,750,921.88,
Sorghum Grain,Kg,Retail,700,800,1500,800,1700,350,350,700,1100,,350,250,600,350 175,1500,,800,850,757.35,
"",,Wholesale,500,700,1400,500,1500,300,270,550,1000,,300,200,400,300 150,1500,,700,750,648.24,
Fish,,,,,,,,,,,,,,,,,,,,,,
"Fish, Nile Perch",Kg,Retail,6500,,6000,4500 7500,,7500,,5200,7000,,5000,5000,5000,0,7000,5000,10000 5500,7500,5887.5,
"",,Wholesale,5500,,6000,3500 6500,,6000,,4200,6500,,4700,4500,,0,6000,,8000 4500,6800,5192.9,
"Fish, Tilapia",whole,Retail,4000,4600,3500,3500 4000,8000,6500,4500,6500,8000,2000,4000,8000,,0,4000,6500,8000 5000,7000,5136.8,
"",,Wholesale,3500,4200,3000,2500 3500,7000,5500,4000,5200,7000,1500,3600,6000,,0,3500,,6000 4000,6500,4250,
Fruits,,,,,,,,,,,,,,,,,,,,,,
Apple Bananas,Kg,Retail,1000,550,900,1100 1000,1100,1300,1400,1200,,200 400,,500,800,1600 800,800,1200,1000 600,950,920,
"",,,,,,,,,,,,,,,,,,,,,,1500
"",,Wholesale,700,500,800,800 700,1000,1200,1200,800,,180 300,,400,650,1400 700,500,1000,900 400,700,741.5,
Cavendish (Bogoya),Kg,Retail,1250,750,1300,1200 1000,1400,1600,1600,2500,,650 1000,2000,600,700,2200 1100,2000,1500,2500 500,1200,1359.5,
"",,Wholesale,1100,650,1100,800 800,1200,1500,1400,2000,,630 800,1500,450,600,1800 900,1500,6000,2000 400,1000,1339.5,
