"",,,,,CENTRAL,,,,,EAASTERN,,,NORTHERN,,WESTERN,,,
CommodityName,Unit,,KAL,KIB,LUW MSK,NAK,OWI,BUS,IGA,JJA MBA,SOR,ARU,GUL LRA,HOI,KLE KSR,MBR,Avg,Organic prices
Animal Products,,,,,,,,,,,,,,,,,,
Beef,Kg Retail,,5000,5000,5000 5500,5000,5500,5200,4500,7000 5000,4500,5500,6000 5000,5000,5000 4500,4500,5150,
"",Wholesale,,4800,4500,4500 4500,3650,5000,5100,4000,6000 5000,4200,5500,5500 4500,4000,4800 3700,4000,4625,
Goat Meat,Kg Retail,,6000,6000,7000 6500,6000,7000,5000,4700,6500 6000,5000,6000,5500 6000,6000,6000 6000,6000,5955.6,
"",Wholesale,,5500,5000,5500 5000,4800,5500,4800,4200,5500 5500,4800,6000,4500 5000,5000,5800 4000,5500,5105.6,
"Honey, Processed",Kg Retail,,,7000,7500,8000,,,8800,6000,7000,6000,,,5000 10000,6300,7160,
"",Wholesale,,,6000,5500,7000,,,7200,5000,6600,4300,,,4800 8000,5500,5990,4000
"Honey, Unprocessed",Kg Retail,,,3500,,6500,,,5400,4000,5500,,,,4500 8000,6000,5425,
"",Wholesale,,,3100,,6000,,,4600,3000,4900,,,,4000 7000,5500,4762.5,
Milk,Ltrs Retail,,1000,800,1000 1000,1000,,1200,1000,800 1000,800,1000,1000 1000,1600,500 800,800,959,
"",Wholesale,,800,700,800 500,900,,800,,900 700 900,700,1000,800 800,1200,450 600,600,774,
Pork,Kg Retail,,5000,5000,5000 5500,5000,,4000,,7000 4200,4000,6000,6000,6000,4000,6000,5192.9,
"",Wholesale,,4600,4500,4500 4500,3500,,3800,,6000 3700,3700,6000,5000,5000,3500,5500,4557.1,
Cereals,,,,,,,,,,,,,,,,,,
Maize Flour,Kg Retail,,700,900,1800 750,1200,800,900,,750 700 600,1000,1000,700 800,1000,1000 1200,1600,967,
"",Wholesale,,400,800,1500 650,900,600,700,,530 600 500,600,900,600 570,900,800 1000,1400,775,
Maize Grain,Kg Retail,,500,400,1000 320,700,350,350,,280 280 280,350,400,300 300,300,500 240,900,431,
"",Wholesale,,300,350,750 230,600,270,319,,250 270 270,290,300,200 250,240,450 200,800,352,
Millet Flour,Kg Retail,,2000,1300,2000 1400,2000,1800,,1400,1600 1800,1500,2000,1700,2500,1500 1700,1800,1750,
"",Wholesale,,1800,1200,1500 1200,1600,1500,,1100,1500 1600,1300,1500,1400,2000,1400 1500,1500,1475,
Millet Grain,Kg Retail,,1600,1100,1200 1500,1200,900,1000,1100,1200 1000,800,1000,1000 1000,2200,1000 1300,1500,1200,
"",Wholesale,,1400,1000,1000 1400,1000,850,875,,900 1050 800,770,650,750 760,1500,900 1200,1300,1005.8,
Rice (Kayiso),Kg Retail,,1600,2300,1200 2100,1600,1400,1300,1250,1400 1400,1400,1600,1600 1500,1500,1500 2500,2700,1658.3,
"",Wholesale,,1200,2100,1050 1700,1400,1200,1200,1100,1200 1300,1300,1400,1300 1300,1200,1400 2300,2500,1452.8,
Rice (Super),Kg Retail,,2000,2100,1800 2100,2000,1500,1600,1800,1800 2000,1600,2000,2500 1500,2500,2000 2600,2500,1994.4,
"",Wholesale,,1600,2000,1500 1700,1600,1400,1400,1590,1700 1700,1450,1500,2200 1300,2000,1800 2300,2000,1707.8,
Rice (Upland),Kg Retail,,2000,1600,2000 2600,1600,1500,1300,1700,1500,,2000,1700 1400,1800,2100,2800,1840,
"",Wholesale,,1600,1500,1800 1950,1400,1350,1200,1600,1400,,1400,1300 1300,1400,1800,2500,1566.7,
Simsim,Kg Retail,,3500,,3000 3200,3000,4000,,2800,2700 3500,3000,2400,2800 3100,,2700,3700,3100,
"",Wholesale,,3000,,2600 2900,2500,3000,,2630,2600 2800,2800,2000,2400 2900,,2300,3500,2709.3,
Sorghum Flour,Kg Retail,,1800,800,,1000,600,,,850 700 400,600,1000,1600,,1500,1000,988,
"",Wholesale,,1400,700,,700,500,,,550 600 380,450,800,1300,,1400,850,803,
Sorghum Grain,Kg Retail,,1600,750,,800,350,350,,600 550 300,270,600,300 300,,1000 800,,612,
"",Wholesale,,1200,650,,500,300,330,,400 450 280,250,350,200 250,,900 700,,483,
Fish,,,,,,,,,,,,,,,,,,
"Fish, Nile Perch",Kg Retail,,7000,,5500,7500,8000,,5500,7000 4000,5000,5000,4300 5000,,10000,,6150,
"",Wholesale,,6000,,4500,6000,6500,,4500,6500 3500,4500,,3500 4500,,7000,,5181.8,
"Fish, Tilapia",whole Retail,,4000,7500,8500 5500,4500,6000,4100,7000,8500 8000,6000,,5500 8200,4500,12000 4700,6500,6529.4,
"",Wholesale,,3500,6500,7000 2500,4000,5000,3800,5600,7500 6000,4500,,4500 7300,3000,10000 3600,6000,5311.8,
Fruits,,,,,,,,,,,,,,,,,,
Apple Bananas,Kg Retail,,1500,600,400 1100,1000,1300,1200,1300,200 1000,900,800,1500 3000,700,1000 450,1700,1091.7,
"",Wholesale,,1000,550,300 600,700,1200,1100,,800 180 800,850,650,1100 2600,500,800 320,1500,864,2000
Cavendish (Bogoya),Kg Retail,,3000,800,2000 1000,1200,1700,1600,2700,750 2500,1000,800,1400 3000,800,3000 500,2500,1680.6,
"",Wholesale,,2500,700,1800 500,800,1600,1300,2200,650 2000,850,650,1200 2400,500,2500 400,2000,1363.9,
Matooke,Kg Retail,,800,200,2000 375,497.5,320,800,,350 280 1000,1000,350,1000 1000,1500,400,900,751,
"",Wholesale,,500,175,2000 150,405,280,700,,300 260 800,850,300,800 800,1000,300,800,613,
Matooke (Bunch),Bunch Retail,,10000,8000,9000 8500,12000,11000,13000,15200,14000 10000,21000,10500,16500 11000,6000,15000 8000,7500,11456,
"",Wholesale,,8000,7000,7000 6000,10000,9000,10000,12500,13000 8000,18000,9000,13000 9000,5000,10000 6300,7000,9322.2,
Pineapple,whole Retail,,,800,800 1600,2000,1000,1700,1700,2000 2000,2500,3300,3200,1200,600 2000,1300,1731.3,
"",Wholesale,,,700,500 600,1700,800,1500,1200,1800 1500,2200,,2800,800,500 1600,1000,1280,2500
CommodityName,Unit,,KAL,KIB,LUW,MSK,NAK,OWI,BUS,IGA,JJA,MBA,SOR,ARU,GUL,LRA,HOI,KLE,KSR,MBR,Avg,Organic prices
Oil Seeds,,,,,,,,,,,,,,,,,,,,,,
"Groundnuts, Unpounded",Kg,Retail,3000,2500,2500,2200,3000,2600,2400,2580,2500,2600,2500,3000,2600,2800,2400,2800,3100,2800,2660,
"",,Wholesale,2500,2400,2100,2000,2700,2300,2200,2480,2300,2300,2200,2800,2300,2400,2200,2700,2800,2600,2404.4,
Soya Beans,Kg,Retail,1600,1400,2500,2000,1500,1200,1300,1200,1700,1200,1200,1500,,1200,1500,,1600,2300,1556.3,
"",,Wholesale,1200,1300,2000,1900,1200,1050,1133,1100,1600,1000,950,,,1000,800,,1300,2000,1302.2,
Sunflower,Kg,Retail,,,,,,,,,,,,,,,,,,2900,2900,
"",,Wholesale,,,,,,,,,,,,,,,,,,2700,2700,
Poultry Products,,,,,,,,,,,,,,,,,,,,,,
"Chicken, Exotic",bird,Retail,5500,,12000,7500,8000,8000,6500,5600,8500,7000,8500,8000,8000,10000,8000,10000,9700,10000,8282.4,
"",,Wholesale,5000,,10000,6500,7000,6000,6000,5000,8000,6000,6500,,6500,8000,6000,9000,7900,9000,7025,
"Chicken, Local",bird,Retail,13000,12000,18000,10500,,15000,10000,12000,15000,8000,12000,13000,12000,17000,9500,15000,11000,14500,12794,
