yearmo,IPC,RCSI,FCS,price
201003.0,1.0588235294117647,8.333965844402277,42.81024667931689,28.331805555555555
201004.0,NA,5.358604091456077,46.793020457280385,20.096597222222222
201005.0,1.050314465408805,4.036477987421383,48.8,21.57662037037037
201006.0,1.0523560209424083,3.3900523560209423,48.61976439790576,16.396805555555556
201007.0,1.2647058823529411,2.796875,50.435202205882355,9.588715277777778
201008.0,NA,2.6905109489051093,53.25547445255474,21.497673913043478
201009.0,NA,3.4524886877828056,51.0,16.869309467918622
201010.0,NA,3.6538461538461537,48.25818330605565,16.220198748043817
201011.0,NA,3.7590711175616836,50.6455007256894,11.88251858372457
201012.0,NA,3.8671875,52.442057291666664,9.447291992696922
201101.0,1.2046362909672261,2.8992805755395685,49.09192645883294,21.830946825396822
201102.0,1.285097192224622,3.400647948164147,44.92872570194385,27.818113588941053
201103.0,1.215749730312837,2.778856526429342,45.28586839266451,NaN
