"","date","year","week","CHIRADZULU","MISUKU","NTCHISI","NSUNDWE","BALAKA","RUMPHI","DWANGWA","CHIKWAWA","LIMBE","LUNZU","NCHALO","NGABU","CHITIPA","NTHALIRE","BEMBEKE TURN OFF","CHIMBIYA","MTAKATAKA","THETE","BOWE","DOWA","MADISI","MPONELA","NAMBUMA","CHILUMBA","KARONGA","CHAMAMA","CHATOLOMA","KASUNGU","NKHAMENYA","SANTHE","KASIYA","LILONGWE","MITUNDU","NANJIRI","NKHOMA","LIWONDE","NAMWERA","NTAJA","MANGOCHI","MONKEY BAY","MCHINJI","MKANDA","MULOZA","MWANZA","EMBANGWENI","JENDA","MZIMBA","MZUZU","NENO","CHINTHECHE","MPAMBA","NKHATABAY","MWANSAMBO","NKHOTAKOTA","BANGULA","NSANJE","LIZULU","NTCHEU","NTONDA","SHARPEVALEY","TSANGANO TURN OFF","MALOMO","PHALOMBE","HEWE","SALIMA","BVUMBWE","LUCHENZA","JALI","MAYAKA","THONDWE","ZOMBA","MIGOWI"
"187",2011-07-24,2011,30,30,NA,NA,NA,33.56,NA,NA,NA,NA,34.2,NA,34.39,NA,NA,27.78,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2011-07-31,2011,31,NA,NA,NA,23.56,33.49,NA,NA,NA,NA,NA,NA,NA,35.6,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2011-08-07,2011,32,30,15.81,25.17,23.12,NA,26.42,23.69,35.14,40,34.6,31.5,35.01,15.95,NA,NA,27.16,35.19,27,NA,NA,24,26.42,22,21,32.52,NA,NA,24,NA,24,NA,NA,NA,NA,24,27.5,18.35,25.66,24.5,NA,24.33,NA,32.48,25,19.5,NA,NA,28.73,20.49,26.1,28.78,26.5,22.5,25,NA,37.4,30.66,NA,NA,NA,28.84,29,35.31,NA,26.15,30.11,35,27.33,33.1,NA,NA,NA
"190",2011-08-14,2011,33,30,16.2,NA,NA,33.68,NA,23.15,35.53,NA,NA,NA,34.48,NA,NA,NA,NA,NA,26,NA,25.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.94,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,25.24,NA,NA,23.6,NA,NA,NA,27.98,20.39,NA,NA,NA,NA,NA,NA,23.24,30.78,NA,NA,NA,23.43,28,35.67,NA,26.1,30.23,NA,NA,33.24,NA,NA,NA
"191",2011-08-21,2011,34,NA,16.25,35.46,21.6,NA,NA,24.31,35.12,NA,NA,35.29,NA,39.48,NA,NA,28.26,NA,28,NA,NA,NA,NA,21.6,24.59,NA,NA,NA,NA,NA,25.24,NA,NA,NA,NA,26.17,29.8,NA,NA,NA,NA,24.21,NA,34.75,NA,NA,NA,NA,NA,22.49,26.1,19.97,25.5,NA,NA,NA,41.8,30.86,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",2011-08-28,2011,35,NA,16.5,NA,NA,33.74,26.95,24.47,35.39,32.04,34.6,35.96,34.6,39.74,27.27,NA,28.41,NA,28,NA,NA,NA,NA,NA,26.67,NA,NA,NA,NA,NA,26.18,NA,NA,NA,NA,25.36,NA,NA,24.17,26.42,NA,NA,NA,NA,27,NA,NA,NA,28.76,25.33,NA,20.01,NA,NA,NA,NA,44.4,31.18,NA,NA,NA,27.1,28.5,34.97,NA,NA,NA,NA,28.49,33.1,NA,35,NA
"193",2011-09-04,2011,36,NA,16.25,26.89,NA,NA,27.26,33.17,37.55,32.04,NA,37.65,NA,89.86,NA,27.78,NA,NA,180,NA,25.3,NA,NA,NA,27.78,34.09,NA,NA,NA,NA,NA,NA,NA,NA,26.15,26.77,NA,NA,NA,NA,NA,NA,27.8,32.67,27,NA,NA,NA,28.15,NA,NA,NA,NA,NA,NA,NA,NA,31.97,NA,NA,NA,27.8,29,34.32,NA,27.05,NA,NA,NA,NA,NA,NA,NA
"194",2011-09-11,2011,37,NA,17.21,26.54,28.33,34.9,27.49,29.17,39.08,NA,NA,NA,NA,38.67,NA,NA,30.12,NA,32,NA,25.7,NA,NA,NA,27.91,33,NA,NA,NA,NA,27.54,NA,NA,25,NA,26,31.46,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,28.64,NA,NA,NA,NA,20,NA,NA,31.5,NA,NA,NA,NA,NA,35.47,NA,30.25,NA,NA,NA,33.17,NA,NA,NA
"195",2011-09-18,2011,38,NA,17.31,NA,NA,35.07,NA,29.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.09,NA,NA,NA,NA,NA,NA,NA,NA,26.15,NA,33.6,NA,NA,26.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",2011-09-25,2011,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",2011-10-02,2011,40,35.29,18.4,NA,29.76,35.28,41.65,29.87,42.86,36.92,38.3,41.86,NA,35.61,25.69,27.78,32.11,39.22,33,NA,27,NA,NA,32.18,29.57,34.74,NA,NA,NA,25.02,28.74,NA,NA,27,26.18,27.96,34.93,26.09,NA,27.6,NA,31.9,26.05,37.41,NA,NA,NA,NA,30.07,30.66,27.34,NA,26.55,NA,35,NA,51.06,NA,NA,NA,NA,29.35,NA,NA,NA,31.4,30.71,40.86,28.41,32,NA,NA,NA
"198",2011-10-09,2011,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2011-10-16,2011,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2011-10-23,2011,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2011-10-30,2011,44,NA,21.88,NA,36.24,38.01,32.35,32.49,45.98,49.72,42.7,45.2,48.89,34.86,NA,NA,37.12,NA,36.25,NA,NA,32,NA,33.84,37.63,NA,30,30,NA,NA,35.18,NA,46,27.3,27.15,27.77,NA,NA,28.97,31.21,NA,38.15,30.5,46.52,34.2,NA,26.19,NA,30.14,NA,30.96,NA,27.3,25,37.5,NA,NA,36.17,38.98,NA,NA,37.12,32.5,40.38,NA,35.74,30.87,NA,28.36,35,NA,35.04,NA
"202",2011-11-06,2011,45,42.5,22.96,30.69,38.72,38.19,38.7,NA,NA,NA,42.7,49.44,49.13,33.58,27.03,NA,33.21,NA,36,NA,NA,30,NA,33.29,37.04,38.01,29.05,NA,NA,27.02,37.2,NA,44,30,28.3,27.98,38.22,NA,29.34,50.34,NA,38.53,31.25,46.03,34.2,NA,NA,26.35,30.44,30.54,31.14,27.09,28.35,25,38.89,NA,51.59,36.21,39.05,NA,NA,39.32,33.4,NA,NA,36.7,NA,41.22,NA,35.06,NA,NA,NA
"203",2011-11-13,2011,46,52,23.41,31.27,39.54,38.25,38.3,29.18,NA,39.98,43.7,50.57,49.77,33.64,27.58,NA,37.36,41.18,37,NA,NA,NA,37.5,33.76,36.94,40.46,NA,NA,30,27.02,37.15,NA,44,30.5,35.25,29.66,38.6,29.11,34.56,30.48,NA,NA,NA,46.15,33.6,26.46,NA,26.85,47.37,31.22,32.02,27.11,NA,25,41.66,NA,46.07,37.09,38.98,NA,NA,40.13,33.5,42.65,NA,36.45,31.33,41.83,NA,34.75,NA,39.2,NA
"204",2011-11-20,2011,47,62,23.78,32.11,38.45,38.49,39.15,29.23,NA,45,46.1,51.76,50.04,34.9,27.28,NA,38.16,42.78,37,NA,30,34,37.5,32.98,37.08,40.93,30,NA,30,NA,38.2,NA,44,32,35.25,33.16,38.96,NA,37.33,30.98,NA,40.75,NA,47.19,33.6,26.46,NA,26.85,48.15,32.62,33.19,27.19,29.3,NA,42.18,NA,47.95,37.25,39.4,NA,NA,49.19,34.5,43.5,NA,39.36,NA,45.68,30.66,33.28,NA,38.4,NA
"205",2011-11-27,2011,48,NA,23.82,32.47,NA,NA,39.45,29.48,NA,45.25,46.8,51.69,NA,34.72,28.57,NA,38.22,NA,37,NA,NA,34,NA,32.57,42.87,40.59,NA,NA,35,27.05,39.16,NA,44,34,35.3,31.99,39.8,34.52,NA,NA,NA,38.33,NA,44.85,33.6,26.74,NA,27.45,47.62,31.33,33.98,NA,29.35,27.5,41.09,NA,47.93,37.58,41.21,NA,NA,40.35,34,45,NA,39.6,NA,45.77,33.42,35.19,41.2,39.2,NA
"206",2011-12-04,2011,49,55,26.86,37.33,NA,38.57,39.2,33.95,51.28,44.45,37.2,54.55,NA,35.41,26.86,NA,38.32,NA,37.25,NA,30.2,38,40,32.18,43.72,47.51,NA,30.1,36.03,NA,48.16,NA,44,33.5,35.2,37.71,40.83,36.46,38.66,NA,NA,38.99,NA,44.12,35.2,NA,NA,29.8,47.36,NA,NA,27.2,30.2,28.75,46.55,NA,51.4,39.18,41.03,NA,NA,NA,34.5,43.97,NA,40.05,NA,NA,46.82,34.1,NA,NA,NA
"207",2011-12-11,2011,50,NA,NA,37.41,NA,NA,NA,35.27,NA,NA,NA,NA,NA,NA,NA,NA,39.14,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,NA,48.33,NA,44,34,35.2,39.11,NA,NA,NA,NA,NA,39.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,NA,NA,NA,32.4,NA,NA,NA,NA,NA,NA
"208",2011-12-18,2011,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2011-12-25,2011,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2012-01-08,2012,1,67.67,27.75,61.4,76.43,62.67,NA,64.21,NA,90.18,71.25,NA,NA,43.37,31.25,50,52.1,NA,60,NA,NA,NA,NA,22.23,43.22,55.55,NA,NA,NA,52.05,50.16,70,70,50,36.91,49.59,65.55,NA,51.22,51.62,NA,51.34,NA,69.24,NA,30.66,NA,44.4,47.77,61.35,38.64,35.24,48.5,52.11,57.23,NA,76.55,56.18,67.14,NA,NA,NA,54.41,59.72,NA,NA,NA,70.62,53.6,NA,NA,40.39,NA
"211",2012-01-15,2012,2,NA,28.6,NA,75.45,NA,48.3,65.37,NA,NA,NA,NA,72.12,45.16,33.33,50,NA,NA,62.92,NA,49.7,NA,NA,NA,54.35,72.75,NA,NA,NA,NA,NA,NA,70,49.5,58.72,53.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.97,NA,41.01,38.22,55.56,52.11,NA,NA,74.97,NA,61.98,55.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2012-01-22,2012,3,NA,28.93,58.49,63.29,65.11,51.58,NA,NA,NA,NA,NA,49.49,46.49,35.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.14,70.22,NA,NA,NA,NA,53.44,NA,70,54.5,58.91,50.07,60.36,NA,NA,NA,NA,NA,NA,NA,NA,30.85,43.06,NA,49.22,NA,49.87,41.58,61.11,NA,NA,NA,71.62,NA,52.86,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,NA,NA,NA
"213",2012-01-29,2012,4,NA,29.83,NA,NA,68.26,NA,NA,NA,NA,49.17,56.82,58.48,45.02,34.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.08,NA,58.44,NA,70,NA,52.22,49.96,59.31,NA,NA,NA,NA,NA,NA,68.39,NA,NA,NA,NA,NA,NA,51.17,NA,NA,NA,NA,NA,62.62,51.72,50.25,60,NA,NA,NA,50.39,NA,70,NA,60.54,NA,NA,NA,60,NA
"214",2012-02-05,2012,5,NA,29.99,NA,45.97,69.2,52.44,63.81,NA,NA,49.25,60.67,56.74,40.67,34.29,NA,50.14,63.21,60,NA,NA,46,57.14,41.52,48.13,71.72,NA,50.02,NA,NA,51.11,NA,70,54,NA,45.11,NA,NA,NA,NA,NA,59.25,NA,69.24,70,32.31,50.03,NA,65.28,57.14,52.48,NA,45.6,55.56,50,NA,NA,50.82,50.12,60,NA,60.12,NA,48,NA,69.94,70.13,60.28,NA,NA,NA,60.01,NA
"215",2012-02-12,2012,6,60,NA,53.17,48.78,69.34,52.34,63.51,NA,70.84,49.5,57.93,76.42,40.91,35.34,NA,35.26,NA,55,NA,50.05,46,52.77,40.21,48.56,66.79,65,NA,NA,NA,NA,NA,66,52.7,53.54,41.56,49.6,NA,NA,NA,NA,41.18,NA,47.13,52.4,NA,NA,51.95,66.18,50,53.16,45.6,45.6,57.14,51.16,NA,NA,50.55,48.18,60,NA,59.43,42.75,49.48,NA,70,70.29,57.5,53.69,31.2,55.65,60,NA
"216",2012-02-19,2012,7,55.56,30.56,47.75,31.6,69.57,48.56,62.35,NA,73.52,49.6,53.33,NA,40.14,36.14,45,40.52,63.78,50,NA,50,43,52.32,NA,47.06,62.42,65,51.13,45.41,66.85,48.33,NA,56,50,54.24,40,44.44,52.07,45.23,53.81,NA,41.68,55.53,46.59,64.7,35.25,46.21,52.55,35.71,50,54.73,48.9,45.4,56.35,50,NA,60.61,49.83,44.78,60,NA,NA,42.65,50.67,NA,69.55,70.03,56.83,49.82,59.16,53.2,54.55,NA
"217",2012-02-26,2012,8,NA,30.86,46.24,29.94,NA,47.96,56.43,55.55,NA,52.65,NA,NA,39.9,35.58,NA,40.44,57.65,NA,NA,NA,NA,51.35,41.32,47.68,60.12,65,NA,NA,61.66,NA,NA,NA,NA,NA,NA,49.32,NA,NA,53.81,NA,33.2,NA,47.5,NA,NA,NA,NA,44.2,40,53.48,NA,45.5,56.35,50,NA,64.38,47.83,NA,60,NA,NA,46.54,NA,NA,NA,NA,NA,46.18,60.05,53.2,49.8,NA
"218",2012-03-04,2012,9,50,31.86,45.62,28.4,70.17,63.99,59.27,55.55,NA,49.7,44.94,38.29,38.47,34.88,NA,40.26,NA,47.83,NA,49.67,47,NA,41.52,47.12,68.16,65,51.64,NA,66.66,45.14,NA,56,48,54.48,39.44,48.15,49.38,NA,52.19,NA,31.95,NA,43.21,61.72,35.55,39.16,52.6,42.11,NA,59.63,50.96,45.5,61.11,49.76,NA,53.33,46.82,42.5,60,NA,61.14,49.35,40,NA,68.05,55.89,48.33,42.29,60.25,51.4,41.29,NA
"219",2012-03-11,2012,10,41.67,33.02,45.89,28.73,NA,NA,67.5,NA,75.57,49.83,45.45,40.29,37.59,36.01,NA,45,53.04,45,NA,NA,48,NA,38.91,48.04,77.94,NA,60.73,45.63,44.19,43.14,NA,56,48.5,53.31,42.67,44.21,47.07,30.22,52.8,NA,30.24,NA,42.59,56.14,NA,36.52,52.55,47.12,40,NA,53.74,NA,66.67,50,NA,51.4,45.19,44.13,40,NA,60.35,53.54,39.4,NA,55.42,55.52,50.74,39.26,60.16,49.33,47.66,NA
"220",2012-03-18,2012,11,41.57,31.96,43.71,31.6,70.23,59.51,67.45,NA,73.44,49.8,40.45,42.21,39.87,NA,NA,NA,43.25,45,NA,45.04,NA,44.88,37.58,49.08,63.28,60,50.93,45.41,57.05,27.08,NA,56,47.9,53.22,37.63,NA,46.42,28.38,52.3,NA,28.77,NA,41.37,52.7,30.95,38.21,NA,49.05,NA,56.47,50.21,45,61.11,49.58,NA,51.2,43.92,42.53,40,NA,59.25,NA,37.22,NA,54.26,55.03,49.28,38.44,60.33,47.6,45.9,NA
"221",2012-03-25,2012,12,NA,33.34,NA,38.26,70.36,59.97,59.87,NA,NA,48.5,40.91,NA,41.75,35.62,NA,45.28,NA,43.33,NA,45,49,45.12,36.94,53.19,58.16,NA,52.1,NA,63.33,31.22,NA,56,39.95,NA,39,33.66,46.42,NA,NA,NA,28.62,NA,40.59,52.7,NA,43.74,NA,53.48,44.44,36.09,42.92,40,NA,50,NA,49.25,41.69,41.5,28.33,NA,58.35,53.5,35,NA,55.06,55.09,48.29,38.26,60.01,NA,31.65,NA
"222",2012-04-01,2012,13,44.44,33.64,NA,35.21,NA,59.09,56.93,NA,NA,43.2,NA,NA,38.2,NA,50,45.62,NA,40,NA,42.67,50,NA,NA,51.22,64.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.88,38.42,NA,30.33,51.72,NA,28.11,NA,NA,51.3,30.56,40.72,NA,NA,30,NA,NA,45,55.56,49.17,NA,NA,40.19,NA,39,NA,57.28,56.35,NA,NA,55.25,55.31,48.22,NA,NA,NA,39.4,NA
"223",2012-04-08,2012,14,NA,34.09,NA,28.08,NA,58.98,55.61,NA,NA,40.8,NA,NA,36.52,NA,50,42.05,NA,40,NA,42,32,NA,NA,53.51,48.29,NA,NA,NA,NA,NA,NA,NA,35.6,NA,NA,38.5,NA,28.24,50.83,NA,NA,NA,NA,NA,30.05,39.07,NA,54.2,NA,50.99,NA,42.1,NA,45,NA,NA,38.78,NA,40,NA,55.24,53.5,NA,NA,55.57,55.01,47.09,NA,61.13,NA,36.66,NA
"224",2012-04-15,2012,15,NA,33.34,NA,30.89,NA,56.7,51.74,NA,NA,40.25,NA,NA,35.9,NA,45,44.28,NA,35,NA,42,22,41.46,NA,63.76,NA,NA,NA,NA,NA,NA,NA,NA,36.2,NA,34.66,34.62,NA,30.58,50.66,NA,33.09,NA,NA,48.6,25.35,34.36,35.29,NA,30,51.22,32.5,45,22.5,45,NA,NA,34.19,NA,40.8,NA,52.1,NA,NA,NA,NA,50.97,46.83,NA,59.72,NA,39.2,NA
"225",2012-04-22,2012,16,NA,32.39,43.59,25.47,60.71,51.31,50.19,NA,NA,40.12,NA,NA,34.85,NA,45,45.12,NA,35,NA,42.05,24,38.88,NA,45.45,39.28,NA,NA,NA,NA,NA,NA,NA,36.9,35.71,35,34.61,NA,30.38,50.31,NA,29.67,NA,NA,40,20.14,NA,35.24,NA,30,50.99,33.38,45,15.25,45,NA,NA,31.92,NA,40,NA,40.35,43.5,NA,NA,40.05,50.78,46.81,NA,60.12,NA,35.55,NA
"226",2012-04-29,2012,17,NA,31.77,41.27,22.66,NA,32.67,45.59,NA,52.45,42.5,40.45,43.79,33.61,NA,45,45.17,NA,35,NA,NA,NA,36.07,24.54,38.89,36.36,NA,NA,NA,NA,NA,NA,NA,NA,32.48,NA,34.61,NA,30.38,51.14,NA,29.2,NA,34.79,36.2,20.14,26.58,35.15,NA,36.16,49.02,33.4,NA,NA,41.63,NA,NA,32.49,34.25,38.5,NA,38.41,30.25,44.4,NA,32.16,50.61,45.04,39.26,57.66,NA,30,NA
"227",2012-05-06,2012,18,33.33,31.64,38.17,22.47,60.12,30.38,43.21,NA,49.9,45.1,49.44,46.82,33.58,NA,45,40.62,40.54,35,NA,NA,25,36.01,24.44,38.21,38.93,NA,NA,NA,NA,NA,NA,50,NA,28.24,31.22,36.84,46.15,30.21,NA,NA,30.62,NA,37.53,36.2,22.71,25.02,38.66,NA,31.54,52.47,33.41,45,17.5,40,NA,NA,33.82,38.57,38.55,NA,37.94,42.5,NA,NA,32.1,50.49,48.94,NA,56.5,NA,34.55,NA
"228",2012-05-13,2012,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2012-05-20,2012,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2012-05-27,2012,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2012-06-03,2012,22,49.81,25.57,41.09,37.35,62.83,38.92,47.16,64.08,50.25,58.3,57.47,54.61,34.86,NA,45,45.21,53.16,50,NA,NA,NA,41.67,38.94,26.67,43.95,27,34.35,30.54,32.05,47.84,NA,50,35.5,31.74,34.65,36.42,NA,45.21,53.62,NA,37.54,NA,51.24,36.4,26.95,34.84,38.85,48.24,34.66,55.71,33.36,40,30,42.92,NA,60.85,42.69,63.63,50,NA,40.25,NA,55.58,NA,NA,50.19,55.62,46.26,51.13,NA,39.4,NA
"232",2012-06-10,2012,23,NA,NA,48.01,34.48,62.64,40.81,47.29,NA,51.4,69.7,58.43,61.22,35.13,NA,40,52.14,64.81,55,NA,49,42.5,55.55,41.12,26.84,57.85,35.2,45.21,43.64,33.05,50,NA,60,40,36.89,36.66,39.63,39.05,48.38,53.7,NA,41.93,NA,53.29,34.7,30,35.19,41.9,45.71,33.86,58.18,33.37,45,35,43.25,NA,61.98,44.82,54.29,52.01,NA,41.5,NA,55.97,NA,55.63,50.19,56.84,47.87,50.21,54.67,40.56,NA
"233",2012-06-17,2012,24,56.87,24.11,NA,35.17,62.79,42.01,61.67,76.93,54.6,62.5,59.09,68.89,35.8,NA,45,35.16,66.16,55,NA,55,50,55.62,46.27,27.08,52.05,NA,44.95,46.61,37.05,50,NA,60,33.7,38.89,38,42.6,40.23,53.82,53.72,NA,56.66,NA,57.63,39.5,NA,41.47,39.45,49.18,46.66,56.91,35.89,45,42.5,60,NA,62.25,NA,54.78,55,NA,42.4,NA,NA,NA,70,50.39,58.17,46.56,52.07,55.19,40,NA
"234",2012-06-24,2012,25,NA,22.78,50.09,37.19,61.14,NA,75.56,76.08,55.58,69.83,62.92,69.29,36.44,NA,35,56.22,66.28,56.5,NA,55,50,55.87,49.72,31.22,62.92,NA,45.33,44.06,47.32,48.75,NA,60,37.8,NA,41.67,49.24,NA,54.18,53.01,NA,57.03,NA,62.44,49.55,NA,47.37,NA,52.94,54.46,57.21,38.97,45,60,60,NA,60.76,NA,58.33,55.5,NA,48.35,NA,72.54,NA,70.25,60.81,65.19,51.22,57.11,55.19,55.55,NA
"235",2012-07-01,2012,26,NA,23.12,44.19,36.04,NA,45.9,76.19,NA,NA,69.83,NA,67.12,39.59,NA,50,62.12,53.7,50,NA,65,40,52.28,49.83,38.2,63.29,NA,NA,45,43.8,40.84,NA,60,40.1,39.78,40.26,NA,NA,NA,54.1,NA,54.67,NA,64.19,58.5,NA,NA,44.85,55.56,NA,57.89,40.25,45,NA,66.67,NA,70.89,52.86,61.12,NA,NA,NA,NA,73.48,NA,70.56,70.44,65.58,NA,NA,55.78,55.55,NA
"236",2012-07-08,2012,27,NA,23.32,NA,34.22,62.59,48.22,76.31,NA,NA,59.73,NA,65.32,NA,NA,50,50.66,64.26,50.66,NA,55,NA,NA,51.23,45.73,51.11,40,NA,NA,46.81,NA,NA,60,42,39.97,38.12,52.3,NA,NA,NA,NA,49.46,NA,62.85,58.5,NA,NA,44.95,57.14,66.24,58.19,NA,NA,NA,66.67,NA,81.82,48.18,61.41,NA,NA,25.24,52.7,75.05,NA,71.16,70.59,65.24,54.73,59.1,NA,NA,NA
"237",2012-07-15,2012,28,60,24.26,47.81,35.42,63.11,46.8,70.89,NA,76.16,59.6,71.91,61.05,40.12,NA,50,50.14,66.31,50,NA,NA,43,NA,51.73,52.73,70.11,47.5,NA,45,47.46,47.25,NA,65,42.5,39.98,40,53.6,NA,NA,NA,NA,50.54,NA,53.33,62,35.2,NA,45.1,61.11,57.89,58.71,42.38,45,50,63.34,NA,NA,47.69,59.49,60,NA,57.32,51.5,NA,40.02,NA,70.81,66.43,55.22,61.67,55.78,55.55,NA
"238",2012-07-22,2012,29,NA,24.95,46.31,37.14,67.24,48.91,71.67,72,74.19,59.5,72.73,58.76,40.51,NA,40,53.14,66.98,51.66,NA,45,45.5,NA,51.98,53.76,68.93,50,NA,42.33,47.4,48,NA,65,41.9,40.11,38.84,54.55,NA,NA,58.12,NA,50.43,NA,64.84,52,38.15,42.11,47.68,61.67,54.05,58.92,43.7,45,50,NA,NA,75.57,45.89,57.18,50,NA,56.41,52.89,NA,40.96,71.2,78.89,56.43,56.66,60.65,56.53,55.55,NA
