"","date","year","week","CHIRADZULU","MISUKU","NTCHISI","NSUNDWE","BALAKA","RUMPHI","DWANGWA","CHIKWAWA","LIMBE","LUNZU","NCHALO","NGABU","CHITIPA","NTHALIRE","BEMBEKE TURN OFF","CHIMBIYA","MTAKATAKA","THETE","BOWE","DOWA","MADISI","MPONELA","NAMBUMA","CHILUMBA","KARONGA","CHAMAMA","CHATOLOMA","KASUNGU","NKHAMENYA","SANTHE","KASIYA","LILONGWE","MITUNDU","NANJIRI","NKHOMA","LIWONDE","NAMWERA","NTAJA","MANGOCHI","MONKEY BAY","MCHINJI","MKANDA","MULOZA","MWANZA","EMBANGWENI","JENDA","MZIMBA","MZUZU","NENO","CHINTHECHE","MPAMBA","NKHATABAY","MWANSAMBO","NKHOTAKOTA","BANGULA","NSANJE","LIZULU","NTCHEU","NTONDA","SHARPEVALEY","TSANGANO TURN OFF","MALOMO","PHALOMBE","HEWE","SALIMA","BVUMBWE","LUCHENZA","JALI","MAYAKA","THONDWE","ZOMBA","MIGOWI"
"129",2010-06-13,2010,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2010-06-20,2010,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2010-06-27,2010,26,30,16.89,0,0,23.85,38.14,31.45,0,0,30.45,35.29,0,32.4,0,0,25.25,31.22,24.5,0,0,28,28,0,26.37,36.11,0,20,22.53,25,21.5,0,0,0,26.17,0,32.15,0,30.48,0,0,22.63,0,29.65,39.6,21.55,0,48.45,32.94,27.18,29.4,28.16,34.18,0,0,0,36.18,0,26.57,0,0,0,0,31.24,28.45,0,35.07,35.22,25.88,0,0,32.47,0
"132",2010-07-04,2010,27,30,15.84,24.46,0,30.27,0,31.17,0,0,30.7,0,0,33.47,0,0,0,33.49,0,0,0,20,28,0,29.21,0,0,0,0,25,0,0,0,27.3,26.17,28.52,0,30,31.36,0,23.89,0,0,29.98,0,32.93,0,33.15,33.87,38.89,0,0,0,0,0,0,0,0,0,0,0,0,0,30.58,0,0,35.09,0,26.56,31.27,26,32.47,0
"133",2010-07-11,2010,28,30,0,0,0,30.75,0,31.05,0,0,30.75,0,0,34.18,0,0,26.14,0,0,0,0,25,28,0,31.01,0,0,0,0,0,0,0,0,0,0,26.37,0,30,0,49.74,0,0,0,29.03,0,0,0,48.46,0,0,29.3,0,0,0,0,0,37.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0
"134",2010-07-18,2010,29,0,16.18,0,0,32.62,0,31,0,0,30.6,0,0,34.39,0,0,26.16,0,0,0,0,0,0,0,32.72,0,0,0,0,0,0,0,0,0,26.18,28.52,0,32.5,32.19,0,32.47,0,0,28.72,0,0,0,32.93,32.94,0,29.65,0,0,0,30,0,38.12,0,0,0,0,0,0,31.87,0,0,0,0,0,30.85,0,31.3,0
"135",2010-07-25,2010,30,30,17.59,24.59,0,33.47,0,30.92,0,0,30.75,0,0,34.6,0,0,25.22,0,0,0,0,0,25,0,33.37,0,0,0,0,25,0,0,0,18.18,26.15,23.44,0,0,34.92,0,0,0,0,29.75,0,0,0,32.92,32.43,0,29.5,0,0,0,29.58,0,0,0,0,0,0,0,0,30.64,0,0,35,0,25.66,30.42,0,30.65,0
"136",2010-08-01,2010,31,30,18.18,0,0,0,0,30.81,0,40.1,30.45,0,48.26,35.14,0,0,25.14,0,0,0,0,0,23.5,0,35.78,0,0,0,0,22.05,0,0,0,18.91,26.04,24.52,34.21,30,35.34,37.83,27.78,0,0,0,0,20.02,0,32.93,32.16,0,0,0,0,0,30,0,37.16,0,0,0,0,0,0,30.98,0,0,35.01,0,24.86,31.1,0,31.6,0
"137",2010-08-09,2010,32,NA,18.38,NA,NA,33.29,38.8,30.77,NA,NA,30.8,NA,49.22,NA,NA,NA,25.22,NA,NA,30,NA,NA,23.5,NA,36.06,NA,NA,NA,NA,22.5,20.14,NA,NA,18.91,26.49,24.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.96,NA,29.45,NA,NA,NA,30,NA,37.24,NA,NA,NA,NA,NA,NA,NA,27.26,NA,35.01,NA,27.22,33.25,NA,NA,NA
"138",2010-08-15,2010,33,NA,18,NA,30,33.57,38.66,30.75,NA,NA,32.16,NA,NA,NA,NA,NA,26.13,NA,NA,NA,NA,NA,23.5,NA,35.23,38.65,NA,NA,NA,25.5,NA,NA,NA,18.91,NA,26.24,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.15,NA,29.4,30.41,31.12,NA,30,NA,37.89,NA,NA,NA,NA,NA,NA,NA,27.85,NA,NA,NA,27.22,34.05,NA,NA,NA
"139",2010-08-22,2010,34,27,18,22,30,33.82,37.24,28.19,0,0,32.28,0,0,35.74,0,0,24.22,39.13,25,0,0,0,28.89,0,34.78,35.6,0,0,0,0,21.15,0,32.05,0,28.74,25.42,35.42,0,0,0,0,25.12,0,0,40.41,0,0,0,31.04,39.47,29.35,31.16,34.83,0,31.11,0,0,23,0,0,0,0,22.5,30.56,26.67,0,35.09,40.13,28.33,34.65,0,0,0
"140",2010-08-29,2010,35,27,18.75,23.11,0,34.07,37.09,28.21,30.69,37.04,0,33.71,37.22,36.28,0,0,24.34,41.33,25.6,30,0,0,28.8,22.57,35.29,36.51,0,18,0,0,20.43,0,31.65,0,0,0,34.25,32.5,0,38.4,26.1,0,21.5,34.92,40.41,19.15,0,54,30.66,0,29.4,36.11,35.25,0,31.27,0,36.65,20.21,27.27,0,22,23,25,0,29.04,0,35.21,40.67,31.4,34.26,28.67,0,0
"141",2010-09-05,2010,36,0,0,23.11,0,34.25,40.04,28.32,30.46,0,35.1,31.46,36.07,36.5,0,26,22.16,0,25.83,35,0,0,28.89,23.48,37.41,43.47,0,0,0,22.05,0,0,31.65,26.7,30.49,0,34.28,30,0,0,0,0,20.35,35.06,40,0,0,0,31.15,36.16,29.35,35.69,0,0,32,0,36.81,0,27.92,0,22,0,26.5,0,0,0,35.33,0,0,34.45,0,0,0
"142",2010-09-12,2010,37,30,21.88,0,27.3,34.43,39.39,28.49,30.58,0,30.15,0,0,37.01,0,26,25.12,0,25,38,0,0,28.89,23.62,36.98,41.86,0,18,0,0,0,0,31.65,0,0,24.18,33.41,0,0,38.28,0,0,18.5,0,35.2,21.75,0,61.43,31.96,38.89,0,0,0,0,0,31.72,37.12,20.39,27.54,0,22,21,0,0,0,0,32.96,38.63,0,33.4,33.67,0,0
"143",2010-09-19,2010,38,24.25,22.63,20.17,0,34.86,39.56,29.19,30.62,0,30.28,32.18,30.43,37.24,0,0,24.45,0,25,40,0,NA,0,23.84,37.09,38.47,0,0,0,22.05,21.16,0,0,24.25,31.14,0,33.8,0,36.38,38.9,0,27.6,0,37.14,35.2,21.76,0,0,32.17,37.56,29.25,0,0,0,32,31.72,0,21.06,27.55,0,20,21,26,32.96,0,0,32.69,39.43,28.41,32.24,0,0,0
"144",2010-09-26,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2010-10-03,2010,39,0,0,20.19,27.5,0,39.61,27.83,30.2,0,30.75,0,0,37.14,27.78,0,0,0,25,0,0,0,0,24.67,35.43,37.57,0,18,0,20,19.16,0,0,0,32.48,0,0,0,0,0,0,33.71,19,36.4,0,0,0,0,33.33,38.89,0,40.11,0,0,0,0,34.13,22.46,28.92,0,20,0,24,0,0,0,0,0,0,0,0,35.04,0
"146",2010-10-10,2010,40,0,24.67,0,27.52,0,39.95,25.67,0,0,30.8,34.09,32,38.11,0,0,0,0,25,0,0,0,0,24.79,29.1,34.52,0,18,0,22,19.17,0,0,26.55,32.47,0,0,26.82,0,0,23,30.55,18.5,35.42,33.6,0,0,46.67,33.2,0,0,39.22,32.75,0,31.11,32.2,34.18,22.59,28.54,0,20,23,21.6,32.58,0,23.29,32.79,36.67,32.36,33,0,35.2,0
"147",2010-10-17,2010,41,0,25.33,22.51,27.53,35.71,44.09,25.75,0,32.22,30.15,32.94,0,38.24,0,0,0,0,24,39.5,0,0,0,24.86,30.09,30.55,0,18,24.19,20,0,0,32.05,27.5,32.39,25.64,33.59,0,28.22,0,23.03,0,0,34.67,33.6,21.27,24.59,55.15,32.8,37.84,0,41.16,28.82,0,0,32.08,35.13,22.79,27.14,0,20,0,20,0,0,23.95,32.81,36.82,0,0,0,34.69,0
"148",2010-10-24,2010,42,33.33,25.71,22.18,27.64,35.92,0,26.15,0,0,28.5,0,0,38.56,0,26.5,23.25,0,24,0,0,0,0,25.11,33.37,38.64,0,18.67,0,20,18.2,0,0,27.25,32.4,24.68,35.94,34.69,27.34,31.39,35.2,28.79,0,0,35.82,21.28,NA,50.83,33.06,37.84,27.8,0,22.25,0,26.03,0,35.9,22.86,26.84,0,20.1,0,20.5,0,0,0,0,0,0,0,0,33.6,0
"149",2010-10-31,2010,43,0,26.53,21.57,27.56,35.98,0,26.53,27.59,0,28.25,0,0,38.56,0,26.5,0,0,0,15.2,0,0,30.73,25.42,34.07,36.11,0,20.05,20,0,18.15,0,32.05,27.15,31.4,25.17,35.43,0,27.91,41.5,24.77,0,0,32.81,35.82,0,0,52.22,33.17,0,27.75,40.11,0,0,0,30.77,36.75,22.92,25,0,0,23,20,34.79,0,23.83,0,36.05,32.63,33.4,33.7,0,0
"150",2010-11-07,2010,44,33.33,0,21.45,27.56,36.02,40.18,26.53,27.56,0,28.5,34.09,0,38.87,NA,0,23.22,0,0,28.2,0,0,30.77,25.78,31.06,30.65,0,0,0,0,18.16,0,31.88,0,30.49,0,34.58,0,28.11,40.6,24.15,0,0,31.25,35.82,0,0,0,32.96,39.34,27.7,39.22,0,0,0,30.77,34.91,23.07,25.95,0,0,23,20,35.57,0,23.81,0,0,32.84,32.5,33.7,0,30.61
"151",2010-11-14,2010,45,31.33,28.28,21.32,27.57,0,0,27.19,27.33,0,30.16,0,0,37.33,0,0,23.18,0,24,0,0,0,0,25.83,32.14,37.09,0,0,0,0,0,0,0,0,80.45,0,0,0,28.21,0,0,0,0,0,0,0,0,0,0,28.88,27.6,41.72,0,0,0,31.72,0,23.19,0,0,0,0,0,34.67,0,0,0,0,34.26,0,0,0,0
"152",2010-11-21,2010,46,0,27.79,21.37,27.57,0,0,18.78,27.63,0,0,0,0,37.51,0,0,24.13,0,22,0,0,0,0,25.58,34.22,37.87,0,0,0,0,0,0,0,0,30.12,0,0,0,0,0,0,0,0,0,0,0,NA,0,33.33,38.88,27.75,0,0,0,0,32.33,0,0,0,0,0,0,0,34.8,0,0,33.71,36.67,34.22,0,33.7,0,0
"153",2010-11-28,2010,47,26.67,0,21.44,0,0,39.81,19.16,28.11,30.95,30.45,0,0,38.02,0,26,25.13,0,25,0,0,0,0,25.32,0,39.47,0,0,0,0,22.5,0,31.85,0,30.07,0,38.8,0,0,0,0,0,0,0,38.58,0,0,45.79,33.04,36.11,0,0,0,0,0,32.33,0,0,0,27.54,0,25.25,0,0,0,0,34.01,36.05,0,0,0,0,0
"154",2010-12-05,2010,48,0,0,21.89,27.78,0,36.32,22.79,30.89,0,32.45,36.78,0,38.45,38.45,27.5,25.14,0,25,0,0,0,0,0,34.11,36.93,0,0,0,0,0,0,0,0,29.74,0,0,0,0,0,0,0,0,0,39.74,0,0,40,33.36,0,0,0,0,0,0,0,0,24.42,0,27.34,0,23.5,0,0,0,0,34.01,35,0,0,0,0,0
"155",2010-12-12,2010,49,0,28.33,22.09,25.86,0,37.59,19.33,0,0,30.6,35.96,0,38.45,0,0,0,0,27,0,29.78,0,0,25.92,35.01,36.04,0,0,0,0,0,21.41,0,0,29.81,0,0,0,0,0,0,0,0,33.96,39.74,0,0,33.91,33.05,0,19.21,0,0,0,0,33.98,0,25.1,0,0,0,0,22.5,0,0,0,34.71,36.28,0,0,0,0,0
"156",2010-12-19,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2010-12-26,2010,50,0,0,0,25.48,0,37.57,22.61,0,0,32.2,35.09,35.22,37.57,0,27.5,0,0,0,0,0,0,30.73,0,0,0,0,0,0,0,0,19.55,0,0,0,0,0,0,33.46,44.1,0,0,0,0,0,0,NA,35.12,32.96,0,0,0,21.41,0,0,35.29,0,25.72,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
"158",2011-01-02,2011,1,NA,18.75,42.11,NA,NA,36.48,33.61,42.76,NA,NA,NA,NA,29.92,NA,39.76,38.77,44.04,30,38.5,NA,35,36.11,32.74,33.01,39.22,NA,NA,NA,NA,NA,NA,43.26,38.42,NA,42.5,41.66,NA,36.24,NA,49.53,NA,NA,34.18,38.42,NA,NA,32.16,NA,30,40.11,30.99,31.48,32.5,42.33,NA,NA,NA,NA,37.51,NA,NA,NA,NA,25.78,NA,21.4,NA,35.42,NA,NA,NA,NA
"159",2011-01-09,2011,2,0,26.77,23.45,29.94,32.34,0,22.87,26.24,0,30.15,36.36,0,40.02,0,0,26.72,24.71,30,0,0,0,0,0,34.39,45.63,0,22.5,0,18.56,0,0,0,0,30.43,0,33.15,0,0,0,0,0,22.5,0,41.2,0,0,0,33.5,41.67,27.75,33.42,0,0,31.37,35.29,0,28.14,28.78,0,0,0,0,31.74,0,23.79,35.24,0,0,32.1,0,0,0
"160",2011-01-16,2011,3,0,28,23.78,26.14,32.87,38.4,22.95,0,0,0,29.55,0,40.24,0,27.5,0,24.52,0,0,0,0,33.8,24.11,39.41,39.03,0,22.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,38.46,0,0,0,34.16,0,27.73,34.64,0,0,31.56,33.33,0,28.36,27.21,0,0,0,21.5,25.63,0,23.5,0,0,0,32.75,0,0,0
"161",2011-01-23,2011,4,0,29.01,24.59,27.21,32.93,40.67,23.21,28.49,0,0,27.27,0,40.48,0,0,0,25.11,31.5,0,28.99,0,31.03,24.27,40.11,0,0,23,0,0,0,0,0,0,30.34,0,0,0,0,0,0,0,0,0,38.46,0,0,0,33.96,38.66,27.68,0,0,0,31.74,33.98,0,28.59,0,0,0,0,21,28.36,0,23.55,35.46,0,0,32.52,0,0,0
"162",2011-01-30,2011,5,NA,18.75,42.11,NA,NA,36.48,33.61,42.76,NA,NA,NA,NA,29.92,NA,39.76,38.77,44.04,30,38.5,NA,35,36.11,32.74,33.01,39.22,NA,NA,NA,NA,NA,NA,43.26,38.42,NA,42.5,41.66,NA,36.24,NA,49.53,NA,NA,34.18,38.42,NA,NA,32.16,NA,30,40.11,30.99,31.48,32.5,42.33,NA,NA,NA,NA,37.51,NA,NA,NA,NA,25.78,NA,21.4,NA,35.42,NA,NA,NA,NA
"163",2011-02-06,2011,6,0,0,0,0,0,0,160.41,0,0,0,0,0,0,0,0,0,0,182.5,0,0,0,183.33,172,0,0,0,0,0,180,145.24,0,0,0,0,0,0,0,137.26,0,0,0,0,0,180,148.11,0,200,153.86,0,219.4,0,148.12,0,0,180,127.63,178.16,0,0,0,171.12,0,120.15,0,165.5,185.75,0,0,155.75,0,0,0
"164",2011-02-13,2011,7,0,28,27.65,24.87,0,39.3,25.69,0,0,35.46,35.9,0,41.34,NA,0,0,0,26.5,0,0,0,33.46,0,32.26,47.59,0,0,0,25.02,22.84,0,0,0,0,0,27.3,0,34.55,40.6,0,0,27.06,35.05,35.6,28.32,34.48,0,35.07,37.25,0,33.73,33.97,0,28.65,0,35.21,30.05,25.28,0,0,25.34,0,34.96,0,27.42,35.9,0,0,0,0,0,0
"165",2011-02-20,2011,8,0,27.59,27.89,25.21,33.21,42.55,27.31,30.06,34.43,39.4,32.18,33.33,41.42,0,0,29.22,0,27,0,29.84,0,31.07,0,0,40.53,0,0,0,27.05,0,0,0,29.61,30.17,0,27.86,0,35.26,39.8,0,27.66,22.25,35.26,35.6,27.39,32.51,41.51,39.39,41.42,0,34.02,34.17,0,25.56,0,36.51,0,0,0,30.15,26.39,30.2,32.49,NA,27.5,0,0,32.16,0,33.7,0,0
"166",2011-02-27,2011,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2011-03-06,2011,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2011-03-13,2011,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2011-03-20,2011,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2011-03-27,2011,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2011-04-03,2011,14,35.5,26.65,25.87,0,34.15,41.42,30.69,0,0,30.25,0,0,45.2,0,0,0,0,35,0,33.8,40,31.58,25.22,34.44,42.63,33.75,0,0,22.05,26.33,0,0,28.46,37.21,0,22.88,0,16.38,31.6,0,24.47,0,30.95,32.6,20.18,0,40.54,41.35,35.67,34.9,14.78,0,17.5,31.22,0,33.3,35.05,27.5,0,0,31.45,34.5,15.58,0,31.88,40.19,0,36.84,32.6,0,30,0
"172",2011-04-10,2011,15,0,25.77,24.15,0,34.3,0,31.14,0,0,0,0,0,45.37,0,0,0,0,35,0,31.2,0,0,0,34.06,33.33,35,0,0,27.05,22.23,0,0,28.03,37.34,0,0,0,15.28,29.4,0,27.24,0,29.53,0,0,0,41.05,NA,0,34.85,13.5,0,15,29.64,0,26.79,34.87,26.55,0,0,30.35,0,15.58,0,31.25,40.05,0,0,33.6,0,0,0
"173",2011-04-17,2011,16,19,26.35,22.17,18.29,0,38.59,31.27,0,39.56,30.22,26.97,0,44.92,0,25.14,25.22,25.32,30,0,32.01,20,0,0,34.99,22.72,0,0,0,0,18.33,0,0,0,0,0,18.28,0,0,29.32,0,0,0,24.17,32.6,19.28,0,36.07,36.07,33.29,33.79,14.99,0,0,27.64,0,0,32.71,26.22,0,0,29.4,25.5,14.87,0,30.26,30,0,33.66,32.35,0,30.6,0
"174",2011-04-24,2011,17,0,25.1,23.79,15.23,0,37.79,31.33,0,0,0,0,0,43.81,0,0,25.4,0,25,0,0,0,0,25.37,29.41,23.3,0,0,0,12.05,15.22,0,0,24.71,38.12,0,18.15,0,0,29.5,0,0,11.25,22.5,30.94,0,0,42.55,0,0,31.75,14.27,27.33,15.78,27.5,0,0,29.14,27.81,0,0,0,24.5,15.18,0,30.15,30.09,0,0,0,0,0,0
"175",2011-05-01,2011,18,NA,20.54,22.8,NA,NA,27.72,23.41,NA,28.03,30.5,23.26,22.99,42.2,40.96,NA,NA,21.08,25,NA,NA,NA,NA,25.13,25.06,25.24,NA,NA,NA,12.05,NA,NA,NA,24.21,34.24,NA,17.41,NA,NA,NA,NA,NA,NA,21.76,28,19.52,NA,NA,34.07,NA,NA,15.01,26.42,NA,27.22,NA,26.3,29.06,24.62,NA,NA,27.1,23.5,NA,NA,27.15,30.17,NA,NA,32.62,NA,30.25,NA
"176",2011-05-08,2011,19,NA,24.5,21.89,NA,32.27,24.94,23.35,27.43,28.28,30.12,23.26,NA,42.04,37.06,20.14,20.24,NA,22,NA,NA,10,NA,22.38,20.45,22.22,NA,NA,NA,NA,14.2,NA,NA,23.47,NA,NA,NA,19.5,12.26,28.2,NA,NA,14.5,21.94,25,18.59,NA,NA,30.86,21.52,28.9,14.99,NA,15,25,NA,27.42,NA,23.31,NA,NA,NA,20.5,NA,NA,24.36,30.11,NA,28.34,30.29,NA,NA,NA
"177",2011-05-15,2011,20,NA,19.57,21.54,NA,NA,NA,23.29,25.18,28.38,30.22,25.58,27.91,41.36,39.01,NA,20.66,NA,20,NA,26.02,NA,NA,20.13,21.01,24.61,35,14.93,NA,15,15.2,NA,NA,24.69,21.47,NA,18.24,19,NA,35.21,NA,NA,NA,21.37,25,14,NA,35.14,30.05,21.36,27.9,13.89,27.52,15.75,25,NA,25.34,27.21,23.4,NA,NA,25.4,NA,20.37,NA,NA,30.01,NA,26.44,33.1,25.6,30.6,NA
"178",2011-05-22,2011,21,17.5,19.33,18.75,NA,NA,19.75,22.41,25.56,25.73,20.35,25,28.34,40.24,39.42,20.14,NA,NA,20,NA,NA,15,22.5,20.04,18.82,NA,NA,15.05,16,12.05,15.11,NA,NA,20.01,20.37,NA,18.23,NA,NA,31.4,NA,15.75,NA,23.59,25,NA,NA,NA,29.3,19.44,26.7,14.19,27.5,NA,23.94,NA,26.27,25.92,NA,NA,NA,24.35,NA,25.04,NA,NA,30.05,25.68,24.84,33.24,22.4,29.69,NA
"179",2011-05-29,2011,22,NA,17.17,18.75,NA,NA,18.18,18.57,NA,NA,20.43,24.72,27.32,39.96,27.68,NA,NA,24.39,NA,NA,NA,NA,21.65,19.72,20.44,NA,NA,15.25,NA,NA,17.2,NA,NA,22.63,25.22,NA,17.91,NA,NA,33.75,NA,15.51,NA,23.92,22.6,NA,NA,NA,24.24,18.87,NA,14.88,NA,NA,NA,NA,NA,25.57,24.96,NA,NA,24.13,NA,25.24,NA,NA,NA,25.71,NA,33.24,NA,30.29,NA
"180",2011-06-05,2011,23,NA,16.04,19.23,18.4,32.78,NA,18.15,NA,NA,NA,27.59,30.58,38.47,NA,20.15,NA,NA,22,NA,NA,16,NA,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.16,NA,NA,NA,NA,NA,NA,NA
"181",2011-06-12,2011,24,NA,NA,NA,21.34,32.83,NA,18.41,NA,NA,NA,NA,NA,37.25,22.46,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.17,NA,NA,18.26,NA,17.43,NA,NA,NA,NA,NA,NA,15.32,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.05,NA,NA,NA,NA,NA,NA,NA
"182",2011-06-19,2011,25,25,NA,NA,24.39,32.94,19.65,22.31,29.89,NA,30.25,29.55,31.54,36.27,21.35,24.5,25.43,NA,25,NA,22.55,22,23,18.89,16.03,22.22,NA,19.54,NA,NA,25.33,NA,NA,21.74,25.27,NA,19.23,21.12,18.45,26.15,NA,17.72,NA,26.88,22.6,17.09,NA,NA,26.93,18.87,25.7,14.55,25.5,NA,26.5,NA,32.19,24.83,24.9,NA,NA,NA,23.4,NA,NA,26.1,27.19,30.54,NA,33.24,NA,27.39,NA
"183",2011-06-26,2011,26,NA,16.38,NA,25.49,33.08,20.86,22.25,NA,31.21,32.2,NA,NA,37.49,NA,27.78,25.57,NA,24.5,NA,25.65,NA,NA,18.37,17.06,26.64,NA,NA,23,NA,24.34,NA,NA,NA,NA,NA,NA,NA,19.26,NA,NA,NA,NA,NA,NA,18.11,NA,NA,27.27,NA,25.6,16.78,25.5,NA,26.5,NA,31.38,25.24,25.71,NA,NA,21.36,22.5,NA,NA,25.83,NA,NA,26.84,33.15,NA,28.2,NA
"184",2011-07-03,2011,27,NA,16.21,27.5,NA,33.29,25.17,NA,NA,NA,NA,NA,NA,38.92,26.46,NA,26.21,26.02,25,NA,NA,25,NA,NA,17.01,25,NA,NA,23,24.78,24.33,NA,NA,23.61,NA,22.55,19.5,NA,21.36,24.3,NA,18.34,NA,NA,NA,NA,NA,NA,NA,18.29,25.5,NA,NA,NA,NA,NA,NA,30.16,NA,NA,NA,NA,27.5,24.08,27.86,NA,NA,NA,NA,NA,NA,NA,NA
"185",2011-07-10,2011,28,NA,15.43,NA,NA,NA,25.54,NA,NA,NA,NA,NA,NA,36.28,NA,27.28,NA,NA,26,NA,NA,NA,NA,NA,19.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.91,NA,NA,NA,NA,NA,NA,NA,NA
"186",2011-07-17,2011,29,NA,15.63,NA,NA,NA,26.87,NA,NA,NA,NA,NA,33.46,34.64,27.57,NA,NA,NA,27,NA,NA,NA,NA,NA,19.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.39,NA,NA,NA,NA,25.3,NA,NA,NA,28.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.45,NA,NA,NA,NA,NA,NA,NA,NA
